time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
297.0,chain3,Ingress3,11,11,SF-A,578,16,SF-D,1157,8,Egress3,1000.0
298.0,chain3,Ingress3,10,10,SF-A,544,15,SF-D,1089,8,Egress3,1000.0
299.0,chain3,Ingress3,10,10,SF-A,524,15,SF-D,1048,8,Egress3,1000.0
300.0,chain3,Ingress3,8,8,SF-A,449,12,SF-D,898,6,Egress3,1000.0
301.0,chain3,Ingress3,8,8,SF-A,433,12,SF-D,866,6,Egress3,1000.0
302.0,chain3,Ingress3,8,8,SF-A,429,12,SF-D,859,6,Egress3,1000.0
303.0,chain3,Ingress3,10,10,SF-A,531,15,SF-D,1063,8,Egress3,1000.0
304.0,chain3,Ingress3,9,9,SF-A,498,13,SF-D,997,7,Egress3,1000.0
305.0,chain3,Ingress3,10,10,SF-A,508,15,SF-D,1017,8,Egress3,1000.0
306.0,chain3,Ingress3,9,9,SF-A,491,13,SF-D,983,7,Egress3,1000.0
307.0,chain3,Ingress3,9,9,SF-A,486,13,SF-D,973,7,Egress3,1000.0
308.0,chain3,Ingress3,11,11,SF-A,565,16,SF-D,1131,8,Egress3,1000.0
309.0,chain3,Ingress3,9,9,SF-A,474,13,SF-D,949,7,Egress3,1000.0
310.0,chain3,Ingress3,8,8,SF-A,423,12,SF-D,847,6,Egress3,1000.0
311.0,chain3,Ingress3,8,8,SF-A,440,12,SF-D,880,6,Egress3,1000.0
312.0,chain3,Ingress3,11,11,SF-A,555,16,SF-D,1110,8,Egress3,1000.0
313.0,chain3,Ingress3,11,11,SF-A,556,16,SF-D,1113,8,Egress3,1000.0
314.0,chain3,Ingress3,11,11,SF-A,592,16,SF-D,1184,8,Egress3,1000.0
315.0,chain3,Ingress3,10,10,SF-A,531,15,SF-D,1062,8,Egress3,1000.0
316.0,chain3,Ingress3,8,8,SF-A,438,12,SF-D,877,6,Egress3,1000.0
317.0,chain3,Ingress3,8,8,SF-A,438,12,SF-D,876,6,Egress3,1000.0
318.0,chain3,Ingress3,8,8,SF-A,421,12,SF-D,842,6,Egress3,1000.0
319.0,chain3,Ingress3,9,9,SF-A,479,13,SF-D,958,7,Egress3,1000.0
320.0,chain3,Ingress3,11,11,SF-A,552,16,SF-D,1105,8,Egress3,1000.0
321.0,chain3,Ingress3,9,9,SF-A,459,13,SF-D,919,7,Egress3,1000.0
322.0,chain3,Ingress3,8,8,SF-A,409,12,SF-D,819,6,Egress3,1000.0
323.0,chain3,Ingress3,9,9,SF-A,471,13,SF-D,942,7,Egress3,1000.0
324.0,chain3,Ingress3,9,9,SF-A,468,13,SF-D,936,7,Egress3,1000.0
325.0,chain3,Ingress3,11,11,SF-A,580,16,SF-D,1160,8,Egress3,1000.0
326.0,chain3,Ingress3,11,11,SF-A,561,16,SF-D,1122,8,Egress3,1000.0
327.0,chain3,Ingress3,11,11,SF-A,553,16,SF-D,1106,8,Egress3,1000.0
328.0,chain3,Ingress3,11,11,SF-A,589,16,SF-D,1179,8,Egress3,1000.0
329.0,chain3,Ingress3,11,11,SF-A,599,16,SF-D,1199,8,Egress3,1000.0
330.0,chain3,Ingress3,8,8,SF-A,441,12,SF-D,882,6,Egress3,1000.0
331.0,chain3,Ingress3,9,9,SF-A,472,13,SF-D,945,7,Egress3,1000.0
332.0,chain3,Ingress3,9,9,SF-A,487,13,SF-D,975,7,Egress3,1000.0
333.0,chain3,Ingress3,10,10,SF-A,525,15,SF-D,1051,8,Egress3,1000.0
334.0,chain3,Ingress3,11,11,SF-A,567,16,SF-D,1134,8,Egress3,1000.0
335.0,chain3,Ingress3,8,8,SF-A,411,12,SF-D,822,6,Egress3,1000.0
336.0,chain3,Ingress3,10,10,SF-A,527,15,SF-D,1055,8,Egress3,1000.0
337.0,chain3,Ingress3,9,9,SF-A,469,13,SF-D,938,7,Egress3,1000.0
338.0,chain3,Ingress3,11,11,SF-A,591,16,SF-D,1183,8,Egress3,1000.0
339.0,chain3,Ingress3,9,9,SF-A,476,13,SF-D,952,7,Egress3,1000.0
340.0,chain3,Ingress3,9,9,SF-A,496,13,SF-D,992,7,Egress3,1000.0
341.0,chain3,Ingress3,9,9,SF-A,455,13,SF-D,911,7,Egress3,1000.0
342.0,chain3,Ingress3,11,11,SF-A,550,16,SF-D,1100,8,Egress3,1000.0
343.0,chain3,Ingress3,11,11,SF-A,559,16,SF-D,1118,8,Egress3,1000.0
344.0,chain3,Ingress3,11,11,SF-A,574,16,SF-D,1148,8,Egress3,1000.0
345.0,chain3,Ingress3,11,11,SF-A,569,16,SF-D,1138,8,Egress3,1000.0
346.0,chain3,Ingress3,11,11,SF-A,597,16,SF-D,1194,8,Egress3,1000.0
347.0,chain3,Ingress3,8,8,SF-A,401,12,SF-D,803,6,Egress3,1000.0
348.0,chain3,Ingress3,11,11,SF-A,592,16,SF-D,1185,8,Egress3,1000.0
349.0,chain3,Ingress3,9,9,SF-A,466,13,SF-D,932,7,Egress3,1000.0
350.0,chain3,Ingress3,10,10,SF-A,536,15,SF-D,1073,8,Egress3,1000.0
351.0,chain3,Ingress3,11,11,SF-A,566,16,SF-D,1133,8,Egress3,1000.0
352.0,chain3,Ingress3,11,11,SF-A,598,16,SF-D,1196,8,Egress3,1000.0
353.0,chain3,Ingress3,9,9,SF-A,461,13,SF-D,923,7,Egress3,1000.0
354.0,chain3,Ingress3,11,11,SF-A,573,16,SF-D,1146,8,Egress3,1000.0
355.0,chain3,Ingress3,8,8,SF-A,432,12,SF-D,865,6,Egress3,1000.0
356.0,chain3,Ingress3,10,10,SF-A,512,15,SF-D,1025,8,Egress3,1000.0
357.0,chain3,Ingress3,10,10,SF-A,536,15,SF-D,1073,8,Egress3,1000.0
358.0,chain3,Ingress3,8,8,SF-A,416,12,SF-D,832,6,Egress3,1000.0
359.0,chain3,Ingress3,11,11,SF-A,569,16,SF-D,1139,8,Egress3,1000.0
360.0,chain3,Ingress3,11,11,SF-A,553,16,SF-D,1107,8,Egress3,1000.0
361.0,chain3,Ingress3,9,9,SF-A,453,13,SF-D,906,7,Egress3,1000.0
362.0,chain3,Ingress3,9,9,SF-A,489,13,SF-D,979,7,Egress3,1000.0
363.0,chain3,Ingress3,8,8,SF-A,430,12,SF-D,860,6,Egress3,1000.0
364.0,chain3,Ingress3,10,10,SF-A,508,15,SF-D,1016,8,Egress3,1000.0
365.0,chain3,Ingress3,8,8,SF-A,425,12,SF-D,851,6,Egress3,1000.0
366.0,chain3,Ingress3,8,8,SF-A,401,12,SF-D,802,6,Egress3,1000.0
367.0,chain3,Ingress3,11,11,SF-A,558,16,SF-D,1117,8,Egress3,1000.0
368.0,chain3,Ingress3,8,8,SF-A,419,12,SF-D,839,6,Egress3,1000.0
369.0,chain3,Ingress3,10,10,SF-A,512,15,SF-D,1024,8,Egress3,1000.0
370.0,chain3,Ingress3,8,8,SF-A,404,12,SF-D,809,6,Egress3,1000.0
371.0,chain3,Ingress3,9,9,SF-A,468,13,SF-D,936,7,Egress3,1000.0
372.0,chain3,Ingress3,8,8,SF-A,417,12,SF-D,835,6,Egress3,1000.0
373.0,chain3,Ingress3,10,10,SF-A,535,15,SF-D,1070,8,Egress3,1000.0
374.0,chain3,Ingress3,10,10,SF-A,549,15,SF-D,1098,8,Egress3,1000.0
375.0,chain3,Ingress3,9,9,SF-A,455,13,SF-D,911,7,Egress3,1000.0
376.0,chain3,Ingress3,11,11,SF-A,583,16,SF-D,1167,8,Egress3,1000.0
377.0,chain3,Ingress3,10,10,SF-A,500,15,SF-D,1001,8,Egress3,1000.0
378.0,chain3,Ingress3,9,9,SF-A,458,13,SF-D,916,7,Egress3,1000.0
379.0,chain3,Ingress3,10,10,SF-A,534,15,SF-D,1069,8,Egress3,1000.0
380.0,chain3,Ingress3,11,11,SF-A,588,16,SF-D,1176,8,Egress3,1000.0
381.0,chain3,Ingress3,8,8,SF-A,416,12,SF-D,833,6,Egress3,1000.0
382.0,chain3,Ingress3,8,8,SF-A,442,12,SF-D,884,6,Egress3,1000.0
383.0,chain3,Ingress3,10,10,SF-A,522,15,SF-D,1045,8,Egress3,1000.0
384.0,chain3,Ingress3,8,8,SF-A,433,12,SF-D,867,6,Egress3,1000.0
385.0,chain3,Ingress3,9,9,SF-A,479,13,SF-D,959,7,Egress3,1000.0
386.0,chain3,Ingress3,9,9,SF-A,478,13,SF-D,956,7,Egress3,1000.0
387.0,chain3,Ingress3,9,9,SF-A,475,13,SF-D,951,7,Egress3,1000.0
388.0,chain3,Ingress3,10,10,SF-A,515,15,SF-D,1031,8,Egress3,1000.0
389.0,chain3,Ingress3,8,8,SF-A,442,12,SF-D,885,6,Egress3,1000.0
390.0,chain3,Ingress3,10,10,SF-A,542,15,SF-D,1084,8,Egress3,1000.0
391.0,chain3,Ingress3,8,8,SF-A,413,12,SF-D,826,6,Egress3,1000.0
392.0,chain3,Ingress3,11,11,SF-A,571,16,SF-D,1143,8,Egress3,1000.0
393.0,chain3,Ingress3,9,9,SF-A,470,13,SF-D,940,7,Egress3,1000.0
394.0,chain3,Ingress3,8,8,SF-A,438,12,SF-D,877,6,Egress3,1000.0
395.0,chain3,Ingress3,8,8,SF-A,406,12,SF-D,812,6,Egress3,1000.0
396.0,chain3,Ingress3,11,11,SF-A,576,16,SF-D,1153,8,Egress3,1000.0
397.0,chain3,Ingress3,9,9,SF-A,495,13,SF-D,990,7,Egress3,1000.0
398.0,chain3,Ingress3,8,8,SF-A,404,12,SF-D,809,6,Egress3,1000.0
399.0,chain3,Ingress3,10,10,SF-A,508,15,SF-D,1017,8,Egress3,1000.0
400.0,chain3,Ingress3,10,10,SF-A,528,15,SF-D,1057,8,Egress3,1000.0
401.0,chain3,Ingress3,10,10,SF-A,535,15,SF-D,1070,8,Egress3,1000.0
402.0,chain3,Ingress3,11,11,SF-A,551,16,SF-D,1102,8,Egress3,1000.0
403.0,chain3,Ingress3,9,9,SF-A,494,13,SF-D,989,7,Egress3,1000.0
404.0,chain3,Ingress3,10,10,SF-A,510,15,SF-D,1020,8,Egress3,1000.0
405.0,chain3,Ingress3,9,9,SF-A,494,13,SF-D,988,7,Egress3,1000.0
406.0,chain3,Ingress3,10,10,SF-A,548,15,SF-D,1096,8,Egress3,1000.0
407.0,chain3,Ingress3,9,9,SF-A,474,13,SF-D,949,7,Egress3,1000.0
408.0,chain3,Ingress3,10,10,SF-A,548,15,SF-D,1096,8,Egress3,1000.0
409.0,chain3,Ingress3,8,8,SF-A,406,12,SF-D,812,6,Egress3,1000.0
410.0,chain3,Ingress3,8,8,SF-A,447,12,SF-D,895,6,Egress3,1000.0
411.0,chain3,Ingress3,8,8,SF-A,422,12,SF-D,844,6,Egress3,1000.0
412.0,chain3,Ingress3,8,8,SF-A,402,12,SF-D,805,6,Egress3,1000.0
413.0,chain3,Ingress3,9,9,SF-A,457,13,SF-D,914,7,Egress3,1000.0
414.0,chain3,Ingress3,10,10,SF-A,518,15,SF-D,1037,8,Egress3,1000.0
415.0,chain3,Ingress3,10,10,SF-A,514,15,SF-D,1028,8,Egress3,1000.0
416.0,chain3,Ingress3,9,9,SF-A,472,13,SF-D,945,7,Egress3,1000.0
417.0,chain3,Ingress3,8,8,SF-A,412,12,SF-D,824,6,Egress3,1000.0
418.0,chain3,Ingress3,11,11,SF-A,579,16,SF-D,1158,8,Egress3,1000.0
419.0,chain3,Ingress3,8,8,SF-A,432,12,SF-D,864,6,Egress3,1000.0
420.0,chain3,Ingress3,8,8,SF-A,425,12,SF-D,851,6,Egress3,1000.0
421.0,chain3,Ingress3,10,10,SF-A,534,15,SF-D,1069,8,Egress3,1000.0
422.0,chain3,Ingress3,9,9,SF-A,491,13,SF-D,982,7,Egress3,1000.0
423.0,chain3,Ingress3,11,11,SF-A,582,16,SF-D,1165,8,Egress3,1000.0
424.0,chain3,Ingress3,10,10,SF-A,532,15,SF-D,1065,8,Egress3,1000.0
425.0,chain3,Ingress3,11,11,SF-A,584,16,SF-D,1169,8,Egress3,1000.0
426.0,chain3,Ingress3,8,8,SF-A,434,12,SF-D,868,6,Egress3,1000.0
427.0,chain3,Ingress3,9,9,SF-A,485,13,SF-D,971,7,Egress3,1000.0
428.0,chain3,Ingress3,10,10,SF-A,530,15,SF-D,1060,8,Egress3,1000.0
429.0,chain3,Ingress3,11,11,SF-A,584,16,SF-D,1169,8,Egress3,1000.0
430.0,chain3,Ingress3,9,9,SF-A,462,13,SF-D,924,7,Egress3,1000.0
431.0,chain3,Ingress3,9,9,SF-A,454,13,SF-D,908,7,Egress3,1000.0
432.0,chain3,Ingress3,9,9,SF-A,497,13,SF-D,994,7,Egress3,1000.0
433.0,chain3,Ingress3,11,11,SF-A,561,16,SF-D,1122,8,Egress3,1000.0
434.0,chain3,Ingress3,9,9,SF-A,476,13,SF-D,953,7,Egress3,1000.0
435.0,chain3,Ingress3,8,8,SF-A,404,12,SF-D,808,6,Egress3,1000.0
436.0,chain3,Ingress3,9,9,SF-A,482,13,SF-D,965,7,Egress3,1000.0
437.0,chain3,Ingress3,8,8,SF-A,429,12,SF-D,858,6,Egress3,1000.0
438.0,chain3,Ingress3,9,9,SF-A,475,13,SF-D,950,7,Egress3,1000.0
439.0,chain3,Ingress3,8,8,SF-A,430,12,SF-D,860,6,Egress3,1000.0
440.0,chain3,Ingress3,9,9,SF-A,479,13,SF-D,959,7,Egress3,1000.0
441.0,chain3,Ingress3,8,8,SF-A,401,12,SF-D,803,6,Egress3,1000.0
442.0,chain3,Ingress3,11,11,SF-A,562,16,SF-D,1124,8,Egress3,1000.0
443.0,chain3,Ingress3,8,8,SF-A,449,12,SF-D,898,6,Egress3,1000.0
444.0,chain3,Ingress3,10,10,SF-A,504,15,SF-D,1008,8,Egress3,1000.0
445.0,chain3,Ingress3,8,8,SF-A,402,12,SF-D,805,6,Egress3,1000.0
446.0,chain3,Ingress3,10,10,SF-A,500,15,SF-D,1001,8,Egress3,1000.0
447.0,chain3,Ingress3,8,8,SF-A,404,12,SF-D,809,6,Egress3,1000.0
448.0,chain3,Ingress3,10,10,SF-A,517,15,SF-D,1035,8,Egress3,1000.0
449.0,chain3,Ingress3,8,8,SF-A,420,12,SF-D,841,6,Egress3,1000.0
450.0,chain3,Ingress3,8,8,SF-A,433,12,SF-D,867,6,Egress3,1000.0
451.0,chain3,Ingress3,11,11,SF-A,550,16,SF-D,1100,8,Egress3,1000.0
452.0,chain3,Ingress3,11,11,SF-A,599,16,SF-D,1198,8,Egress3,1000.0
453.0,chain3,Ingress3,10,10,SF-A,502,15,SF-D,1004,8,Egress3,1000.0
454.0,chain3,Ingress3,8,8,SF-A,429,12,SF-D,858,6,Egress3,1000.0
455.0,chain3,Ingress3,10,10,SF-A,520,15,SF-D,1041,8,Egress3,1000.0
456.0,chain3,Ingress3,8,8,SF-A,445,12,SF-D,890,6,Egress3,1000.0
457.0,chain3,Ingress3,9,9,SF-A,465,13,SF-D,930,7,Egress3,1000.0
458.0,chain3,Ingress3,8,8,SF-A,443,12,SF-D,886,6,Egress3,1000.0
459.0,chain3,Ingress3,8,8,SF-A,444,12,SF-D,888,6,Egress3,1000.0
460.0,chain3,Ingress3,9,9,SF-A,491,13,SF-D,982,7,Egress3,1000.0
461.0,chain3,Ingress3,11,11,SF-A,575,16,SF-D,1151,8,Egress3,1000.0
462.0,chain3,Ingress3,10,10,SF-A,523,15,SF-D,1046,8,Egress3,1000.0
463.0,chain3,Ingress3,10,10,SF-A,537,15,SF-D,1074,8,Egress3,1000.0
464.0,chain3,Ingress3,10,10,SF-A,511,15,SF-D,1023,8,Egress3,1000.0
465.0,chain3,Ingress3,10,10,SF-A,502,15,SF-D,1005,8,Egress3,1000.0
466.0,chain3,Ingress3,8,8,SF-A,446,12,SF-D,893,6,Egress3,1000.0
467.0,chain3,Ingress3,10,10,SF-A,513,15,SF-D,1027,8,Egress3,1000.0
468.0,chain3,Ingress3,10,10,SF-A,535,15,SF-D,1070,8,Egress3,1000.0
469.0,chain3,Ingress3,10,10,SF-A,500,15,SF-D,1001,8,Egress3,1000.0
470.0,chain3,Ingress3,11,11,SF-A,573,16,SF-D,1147,8,Egress3,1000.0
471.0,chain3,Ingress3,10,10,SF-A,543,15,SF-D,1087,8,Egress3,1000.0
472.0,chain3,Ingress3,10,10,SF-A,515,15,SF-D,1031,8,Egress3,1000.0
473.0,chain3,Ingress3,11,11,SF-A,599,16,SF-D,1199,8,Egress3,1000.0
474.0,chain3,Ingress3,9,9,SF-A,460,13,SF-D,920,7,Egress3,1000.0
475.0,chain3,Ingress3,10,10,SF-A,503,15,SF-D,1007,8,Egress3,1000.0
476.0,chain3,Ingress3,11,11,SF-A,554,16,SF-D,1108,8,Egress3,1000.0
477.0,chain3,Ingress3,8,8,SF-A,427,12,SF-D,855,6,Egress3,1000.0
478.0,chain3,Ingress3,11,11,SF-A,567,16,SF-D,1135,8,Egress3,1000.0
479.0,chain3,Ingress3,10,10,SF-A,545,15,SF-D,1090,8,Egress3,1000.0
480.0,chain3,Ingress3,8,8,SF-A,416,12,SF-D,832,6,Egress3,1000.0
481.0,chain3,Ingress3,8,8,SF-A,417,12,SF-D,835,6,Egress3,1000.0
482.0,chain3,Ingress3,9,9,SF-A,483,13,SF-D,967,7,Egress3,1000.0
483.0,chain3,Ingress3,11,11,SF-A,561,16,SF-D,1122,8,Egress3,1000.0
484.0,chain3,Ingress3,11,11,SF-A,558,16,SF-D,1117,8,Egress3,1000.0
485.0,chain3,Ingress3,10,10,SF-A,500,15,SF-D,1000,8,Egress3,1000.0
486.0,chain3,Ingress3,11,11,SF-A,593,16,SF-D,1186,8,Egress3,1000.0
487.0,chain3,Ingress3,11,11,SF-A,576,16,SF-D,1152,8,Egress3,1000.0
488.0,chain3,Ingress3,10,10,SF-A,542,15,SF-D,1085,8,Egress3,1000.0
489.0,chain3,Ingress3,11,11,SF-A,573,16,SF-D,1146,8,Egress3,1000.0
490.0,chain3,Ingress3,9,9,SF-A,488,13,SF-D,976,7,Egress3,1000.0
491.0,chain3,Ingress3,8,8,SF-A,425,12,SF-D,851,6,Egress3,1000.0
492.0,chain3,Ingress3,8,8,SF-A,400,12,SF-D,800,6,Egress3,1000.0
493.0,chain3,Ingress3,8,8,SF-A,419,12,SF-D,838,6,Egress3,1000.0
494.0,chain3,Ingress3,9,9,SF-A,464,13,SF-D,928,7,Egress3,1000.0
495.0,chain3,Ingress3,11,11,SF-A,573,16,SF-D,1147,8,Egress3,1000.0
496.0,chain3,Ingress3,8,8,SF-A,410,12,SF-D,820,6,Egress3,1000.0
497.0,chain3,Ingress3,11,11,SF-A,574,16,SF-D,1148,8,Egress3,1000.0
498.0,chain3,Ingress3,11,11,SF-A,586,16,SF-D,1172,8,Egress3,1000.0
499.0,chain3,Ingress3,11,11,SF-A,574,16,SF-D,1148,8,Egress3,1000.0
500.0,chain3,Ingress3,8,8,SF-A,406,12,SF-D,813,6,Egress3,1000.0
