time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
246.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1635,8,SF-C,1200,10,Egress52,1000.0
247.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2120,10,SF-C,1500,13,Egress52,1000.0
248.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1770,8,SF-C,1200,10,Egress52,1000.0
249.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2255,11,SF-C,1650,14,Egress52,1000.0
250.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1664,8,SF-C,1200,10,Egress52,1000.0
251.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1708,8,SF-C,1200,10,Egress52,1000.0
252.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2214,11,SF-C,1650,14,Egress52,1000.0
253.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1649,8,SF-C,1200,10,Egress52,1000.0
254.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2068,10,SF-C,1500,13,Egress52,1000.0
255.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2190,10,SF-C,1500,13,Egress52,1000.0
256.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1757,8,SF-C,1200,10,Egress52,1000.0
257.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1987,9,SF-C,1350,12,Egress52,1000.0
258.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1852,9,SF-C,1350,12,Egress52,1000.0
259.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1997,9,SF-C,1350,12,Egress52,1000.0
260.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1613,8,SF-C,1200,10,Egress52,1000.0
261.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1839,9,SF-C,1350,12,Egress52,1000.0
262.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2024,10,SF-C,1500,13,Egress52,1000.0
263.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1989,9,SF-C,1350,12,Egress52,1000.0
264.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2090,10,SF-C,1500,13,Egress52,1000.0
265.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2043,10,SF-C,1500,13,Egress52,1000.0
266.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1698,8,SF-C,1200,10,Egress52,1000.0
267.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2095,10,SF-C,1500,13,Egress52,1000.0
268.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1852,9,SF-C,1350,12,Egress52,1000.0
269.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1959,9,SF-C,1350,12,Egress52,1000.0
270.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1560,7,SF-C,1050,9,Egress52,1000.0
271.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2104,10,SF-C,1500,13,Egress52,1000.0
272.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1633,8,SF-C,1200,10,Egress52,1000.0
273.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1827,9,SF-C,1350,12,Egress52,1000.0
274.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1617,8,SF-C,1200,10,Egress52,1000.0
275.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2086,10,SF-C,1500,13,Egress52,1000.0
276.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1596,7,SF-C,1050,9,Egress52,1000.0
277.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2009,10,SF-C,1500,13,Egress52,1000.0
278.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1746,8,SF-C,1200,10,Egress52,1000.0
279.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1939,9,SF-C,1350,12,Egress52,1000.0
280.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2098,10,SF-C,1500,13,Egress52,1000.0
281.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2101,10,SF-C,1500,13,Egress52,1000.0
282.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1888,9,SF-C,1350,12,Egress52,1000.0
283.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1717,8,SF-C,1200,10,Egress52,1000.0
284.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1902,9,SF-C,1350,12,Egress52,1000.0
285.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2032,10,SF-C,1500,13,Egress52,1000.0
286.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2278,11,SF-C,1650,14,Egress52,1000.0
287.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1878,9,SF-C,1350,12,Egress52,1000.0
288.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2201,11,SF-C,1650,14,Egress52,1000.0
289.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1591,7,SF-C,1050,9,Egress52,1000.0
290.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2195,10,SF-C,1500,13,Egress52,1000.0
291.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1662,8,SF-C,1200,10,Egress52,1000.0
292.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2171,10,SF-C,1500,13,Egress52,1000.0
293.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1790,8,SF-C,1200,10,Egress52,1000.0
294.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1735,8,SF-C,1200,10,Egress52,1000.0
295.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1884,9,SF-C,1350,12,Egress52,1000.0
296.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2104,10,SF-C,1500,13,Egress52,1000.0
297.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2258,11,SF-C,1650,14,Egress52,1000.0
298.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1821,9,SF-C,1350,12,Egress52,1000.0
299.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2313,11,SF-C,1650,14,Egress52,1000.0
300.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2323,11,SF-C,1650,14,Egress52,1000.0
301.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2178,10,SF-C,1500,13,Egress52,1000.0
302.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2091,10,SF-C,1500,13,Egress52,1000.0
303.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2219,11,SF-C,1650,14,Egress52,1000.0
304.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2110,10,SF-C,1500,13,Egress52,1000.0
305.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1560,7,SF-C,1050,9,Egress52,1000.0
306.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1873,9,SF-C,1350,12,Egress52,1000.0
307.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2302,11,SF-C,1650,14,Egress52,1000.0
308.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1987,9,SF-C,1350,12,Egress52,1000.0
309.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1946,9,SF-C,1350,12,Egress52,1000.0
310.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2035,10,SF-C,1500,13,Egress52,1000.0
311.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2146,10,SF-C,1500,13,Egress52,1000.0
312.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1945,9,SF-C,1350,12,Egress52,1000.0
313.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2093,10,SF-C,1500,13,Egress52,1000.0
314.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1769,8,SF-C,1200,10,Egress52,1000.0
315.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2124,10,SF-C,1500,13,Egress52,1000.0
316.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1710,8,SF-C,1200,10,Egress52,1000.0
317.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1600,8,SF-C,1200,10,Egress52,1000.0
318.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1958,9,SF-C,1350,12,Egress52,1000.0
319.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2084,10,SF-C,1500,13,Egress52,1000.0
320.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1728,8,SF-C,1200,10,Egress52,1000.0
321.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2202,11,SF-C,1650,14,Egress52,1000.0
322.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1909,9,SF-C,1350,12,Egress52,1000.0
323.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1889,9,SF-C,1350,12,Egress52,1000.0
324.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1783,8,SF-C,1200,10,Egress52,1000.0
325.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2095,10,SF-C,1500,13,Egress52,1000.0
326.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2120,10,SF-C,1500,13,Egress52,1000.0
327.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2014,10,SF-C,1500,13,Egress52,1000.0
328.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1760,8,SF-C,1200,10,Egress52,1000.0
329.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2020,10,SF-C,1500,13,Egress52,1000.0
330.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1997,9,SF-C,1350,12,Egress52,1000.0
331.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2050,10,SF-C,1500,13,Egress52,1000.0
332.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1918,9,SF-C,1350,12,Egress52,1000.0
333.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1975,9,SF-C,1350,12,Egress52,1000.0
334.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2273,11,SF-C,1650,14,Egress52,1000.0
335.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1912,9,SF-C,1350,12,Egress52,1000.0
336.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1583,7,SF-C,1050,9,Egress52,1000.0
337.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1833,9,SF-C,1350,12,Egress52,1000.0
338.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1940,9,SF-C,1350,12,Egress52,1000.0
339.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2108,10,SF-C,1500,13,Egress52,1000.0
340.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1802,9,SF-C,1350,12,Egress52,1000.0
341.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2106,10,SF-C,1500,13,Egress52,1000.0
342.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1916,9,SF-C,1350,12,Egress52,1000.0
343.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2100,10,SF-C,1500,13,Egress52,1000.0
344.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1946,9,SF-C,1350,12,Egress52,1000.0
345.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1746,8,SF-C,1200,10,Egress52,1000.0
346.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2192,10,SF-C,1500,13,Egress52,1000.0
347.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2194,10,SF-C,1500,13,Egress52,1000.0
348.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1740,8,SF-C,1200,10,Egress52,1000.0
349.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1982,9,SF-C,1350,12,Egress52,1000.0
350.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1847,9,SF-C,1350,12,Egress52,1000.0
351.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1705,8,SF-C,1200,10,Egress52,1000.0
352.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1645,8,SF-C,1200,10,Egress52,1000.0
353.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1625,8,SF-C,1200,10,Egress52,1000.0
354.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2287,11,SF-C,1650,14,Egress52,1000.0
355.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2084,10,SF-C,1500,13,Egress52,1000.0
356.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2336,11,SF-C,1650,14,Egress52,1000.0
357.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1919,9,SF-C,1350,12,Egress52,1000.0
358.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1648,8,SF-C,1200,10,Egress52,1000.0
359.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2254,11,SF-C,1650,14,Egress52,1000.0
360.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2113,10,SF-C,1500,13,Egress52,1000.0
361.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2165,10,SF-C,1500,13,Egress52,1000.0
362.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2073,10,SF-C,1500,13,Egress52,1000.0
363.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2178,10,SF-C,1500,13,Egress52,1000.0
364.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2061,10,SF-C,1500,13,Egress52,1000.0
365.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1605,8,SF-C,1200,10,Egress52,1000.0
366.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1623,8,SF-C,1200,10,Egress52,1000.0
367.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1660,8,SF-C,1200,10,Egress52,1000.0
368.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1704,8,SF-C,1200,10,Egress52,1000.0
369.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1622,8,SF-C,1200,10,Egress52,1000.0
370.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1600,8,SF-C,1200,10,Egress52,1000.0
371.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1641,8,SF-C,1200,10,Egress52,1000.0
372.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1791,8,SF-C,1200,10,Egress52,1000.0
373.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1789,8,SF-C,1200,10,Egress52,1000.0
374.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1832,9,SF-C,1350,12,Egress52,1000.0
375.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2339,11,SF-C,1650,14,Egress52,1000.0
376.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2166,10,SF-C,1500,13,Egress52,1000.0
377.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2025,10,SF-C,1500,13,Egress52,1000.0
378.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2141,10,SF-C,1500,13,Egress52,1000.0
379.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1611,8,SF-C,1200,10,Egress52,1000.0
380.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2237,11,SF-C,1650,14,Egress52,1000.0
381.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1795,8,SF-C,1200,10,Egress52,1000.0
382.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2278,11,SF-C,1650,14,Egress52,1000.0
383.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2019,10,SF-C,1500,13,Egress52,1000.0
384.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1591,7,SF-C,1050,9,Egress52,1000.0
385.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1867,9,SF-C,1350,12,Egress52,1000.0
386.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1953,9,SF-C,1350,12,Egress52,1000.0
387.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2283,11,SF-C,1650,14,Egress52,1000.0
388.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2174,10,SF-C,1500,13,Egress52,1000.0
389.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1845,9,SF-C,1350,12,Egress52,1000.0
390.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2267,11,SF-C,1650,14,Egress52,1000.0
391.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1891,9,SF-C,1350,12,Egress52,1000.0
392.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2168,10,SF-C,1500,13,Egress52,1000.0
393.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2175,10,SF-C,1500,13,Egress52,1000.0
394.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1615,8,SF-C,1200,10,Egress52,1000.0
395.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2087,10,SF-C,1500,13,Egress52,1000.0
396.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2090,10,SF-C,1500,13,Egress52,1000.0
397.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1947,9,SF-C,1350,12,Egress52,1000.0
398.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2315,11,SF-C,1650,14,Egress52,1000.0
399.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1691,8,SF-C,1200,10,Egress52,1000.0
400.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2217,11,SF-C,1650,14,Egress52,1000.0
401.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2043,10,SF-C,1500,13,Egress52,1000.0
402.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1920,9,SF-C,1350,12,Egress52,1000.0
403.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1612,8,SF-C,1200,10,Egress52,1000.0
404.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1575,7,SF-C,1050,9,Egress52,1000.0
405.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1826,9,SF-C,1350,12,Egress52,1000.0
406.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1603,8,SF-C,1200,10,Egress52,1000.0
407.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1776,8,SF-C,1200,10,Egress52,1000.0
408.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2333,11,SF-C,1650,14,Egress52,1000.0
409.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2296,11,SF-C,1650,14,Egress52,1000.0
410.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1901,9,SF-C,1350,12,Egress52,1000.0
411.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1741,8,SF-C,1200,10,Egress52,1000.0
412.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1905,9,SF-C,1350,12,Egress52,1000.0
413.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2119,10,SF-C,1500,13,Egress52,1000.0
414.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1766,8,SF-C,1200,10,Egress52,1000.0
415.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1939,9,SF-C,1350,12,Egress52,1000.0
416.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2215,11,SF-C,1650,14,Egress52,1000.0
417.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1704,8,SF-C,1200,10,Egress52,1000.0
418.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1624,8,SF-C,1200,10,Egress52,1000.0
419.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2106,10,SF-C,1500,13,Egress52,1000.0
420.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1562,7,SF-C,1050,9,Egress52,1000.0
421.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2079,10,SF-C,1500,13,Egress52,1000.0
422.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1982,9,SF-C,1350,12,Egress52,1000.0
423.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2182,10,SF-C,1500,13,Egress52,1000.0
424.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1560,7,SF-C,1050,9,Egress52,1000.0
425.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2133,10,SF-C,1500,13,Egress52,1000.0
426.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1698,8,SF-C,1200,10,Egress52,1000.0
427.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2031,10,SF-C,1500,13,Egress52,1000.0
428.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2181,10,SF-C,1500,13,Egress52,1000.0
429.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2188,10,SF-C,1500,13,Egress52,1000.0
430.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1614,8,SF-C,1200,10,Egress52,1000.0
431.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1838,9,SF-C,1350,12,Egress52,1000.0
432.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1584,7,SF-C,1050,9,Egress52,1000.0
433.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1876,9,SF-C,1350,12,Egress52,1000.0
434.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2331,11,SF-C,1650,14,Egress52,1000.0
435.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2054,10,SF-C,1500,13,Egress52,1000.0
436.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2045,10,SF-C,1500,13,Egress52,1000.0
437.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1988,9,SF-C,1350,12,Egress52,1000.0
438.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1995,9,SF-C,1350,12,Egress52,1000.0
439.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1734,8,SF-C,1200,10,Egress52,1000.0
440.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2110,10,SF-C,1500,13,Egress52,1000.0
441.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1671,8,SF-C,1200,10,Egress52,1000.0
442.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2325,11,SF-C,1650,14,Egress52,1000.0
443.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2197,10,SF-C,1500,13,Egress52,1000.0
444.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1568,7,SF-C,1050,9,Egress52,1000.0
445.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1827,9,SF-C,1350,12,Egress52,1000.0
446.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1989,9,SF-C,1350,12,Egress52,1000.0
447.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1700,8,SF-C,1200,10,Egress52,1000.0
448.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1967,9,SF-C,1350,12,Egress52,1000.0
449.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1788,8,SF-C,1200,10,Egress52,1000.0
450.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1886,9,SF-C,1350,12,Egress52,1000.0
451.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1993,9,SF-C,1350,12,Egress52,1000.0
452.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2259,11,SF-C,1650,14,Egress52,1000.0
453.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1755,8,SF-C,1200,10,Egress52,1000.0
454.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1982,9,SF-C,1350,12,Egress52,1000.0
455.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2013,10,SF-C,1500,13,Egress52,1000.0
456.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1966,9,SF-C,1350,12,Egress52,1000.0
457.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1710,8,SF-C,1200,10,Egress52,1000.0
458.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1603,8,SF-C,1200,10,Egress52,1000.0
459.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2080,10,SF-C,1500,13,Egress52,1000.0
460.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1724,8,SF-C,1200,10,Egress52,1000.0
461.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1766,8,SF-C,1200,10,Egress52,1000.0
462.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2129,10,SF-C,1500,13,Egress52,1000.0
463.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1637,8,SF-C,1200,10,Egress52,1000.0
464.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2260,11,SF-C,1650,14,Egress52,1000.0
465.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2196,10,SF-C,1500,13,Egress52,1000.0
466.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1872,9,SF-C,1350,12,Egress52,1000.0
467.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2022,10,SF-C,1500,13,Egress52,1000.0
468.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,1966,9,SF-C,1350,12,Egress52,1000.0
469.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1887,9,SF-C,1350,12,Egress52,1000.0
470.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1848,9,SF-C,1350,12,Egress52,1000.0
471.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2160,10,SF-C,1500,13,Egress52,1000.0
472.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1830,9,SF-C,1350,12,Egress52,1000.0
473.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2275,11,SF-C,1650,14,Egress52,1000.0
474.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2082,10,SF-C,1500,13,Egress52,1000.0
475.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2114,10,SF-C,1500,13,Egress52,1000.0
476.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2262,11,SF-C,1650,14,Egress52,1000.0
477.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2267,11,SF-C,1650,14,Egress52,1000.0
478.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2316,11,SF-C,1650,14,Egress52,1000.0
479.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1723,8,SF-C,1200,10,Egress52,1000.0
480.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1882,9,SF-C,1350,12,Egress52,1000.0
481.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1715,8,SF-C,1200,10,Egress52,1000.0
482.0,sfc-ingress52egress52,Ingress52,14,14,SF-B,2108,10,SF-C,1500,13,Egress52,1000.0
483.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2314,11,SF-C,1650,14,Egress52,1000.0
484.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1721,8,SF-C,1200,10,Egress52,1000.0
485.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1703,8,SF-C,1200,10,Egress52,1000.0
486.0,sfc-ingress52egress52,Ingress52,15,15,SF-B,2280,11,SF-C,1650,14,Egress52,1000.0
487.0,sfc-ingress52egress52,Ingress52,10,10,SF-B,1580,7,SF-C,1050,9,Egress52,1000.0
488.0,sfc-ingress52egress52,Ingress52,11,11,SF-B,1651,8,SF-C,1200,10,Egress52,1000.0
489.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1806,9,SF-C,1350,12,Egress52,1000.0
490.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1940,9,SF-C,1350,12,Egress52,1000.0
491.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1803,9,SF-C,1350,12,Egress52,1000.0
492.0,sfc-ingress52egress52,Ingress52,12,12,SF-B,1938,9,SF-C,1350,12,Egress52,1000.0
493.0,sfc-ingress52egress52,Ingress52,13,13,SF-B,2081,10,SF-C,1500,13,Egress52,1000.0
