time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
292.0,chain4,Ingress4,14,14,SF-B,1133,7,SF-C,1050,4,Egress4,1000.0
293.0,chain4,Ingress4,11,11,SF-B,930,5,SF-C,750,3,Egress4,1000.0
294.0,chain4,Ingress4,13,13,SF-B,1076,6,SF-C,900,4,Egress4,1000.0
295.0,chain4,Ingress4,16,16,SF-B,1312,8,SF-C,1200,5,Egress4,1000.0
296.0,chain4,Ingress4,15,15,SF-B,1275,7,SF-C,1050,4,Egress4,1000.0
297.0,chain4,Ingress4,16,16,SF-B,1329,8,SF-C,1200,5,Egress4,1000.0
298.0,chain4,Ingress4,14,14,SF-B,1165,7,SF-C,1050,4,Egress4,1000.0
299.0,chain4,Ingress4,13,13,SF-B,1046,6,SF-C,900,4,Egress4,1000.0
300.0,chain4,Ingress4,13,13,SF-B,1054,6,SF-C,900,4,Egress4,1000.0
301.0,chain4,Ingress4,15,15,SF-B,1201,7,SF-C,1050,4,Egress4,1000.0
302.0,chain4,Ingress4,11,11,SF-B,904,5,SF-C,750,3,Egress4,1000.0
303.0,chain4,Ingress4,13,13,SF-B,1102,6,SF-C,900,4,Egress4,1000.0
304.0,chain4,Ingress4,15,15,SF-B,1242,7,SF-C,1050,4,Egress4,1000.0
305.0,chain4,Ingress4,13,13,SF-B,1078,6,SF-C,900,4,Egress4,1000.0
306.0,chain4,Ingress4,15,15,SF-B,1230,7,SF-C,1050,4,Egress4,1000.0
307.0,chain4,Ingress4,13,13,SF-B,1081,6,SF-C,900,4,Egress4,1000.0
308.0,chain4,Ingress4,14,14,SF-B,1139,7,SF-C,1050,4,Egress4,1000.0
309.0,chain4,Ingress4,14,14,SF-B,1147,7,SF-C,1050,4,Egress4,1000.0
310.0,chain4,Ingress4,12,12,SF-B,966,6,SF-C,900,4,Egress4,1000.0
311.0,chain4,Ingress4,14,14,SF-B,1133,7,SF-C,1050,4,Egress4,1000.0
312.0,chain4,Ingress4,16,16,SF-B,1325,8,SF-C,1200,5,Egress4,1000.0
313.0,chain4,Ingress4,12,12,SF-B,982,6,SF-C,900,4,Egress4,1000.0
314.0,chain4,Ingress4,15,15,SF-B,1230,7,SF-C,1050,4,Egress4,1000.0
315.0,chain4,Ingress4,16,16,SF-B,1321,8,SF-C,1200,5,Egress4,1000.0
316.0,chain4,Ingress4,15,15,SF-B,1257,7,SF-C,1050,4,Egress4,1000.0
317.0,chain4,Ingress4,14,14,SF-B,1185,7,SF-C,1050,4,Egress4,1000.0
318.0,chain4,Ingress4,15,15,SF-B,1272,7,SF-C,1050,4,Egress4,1000.0
319.0,chain4,Ingress4,13,13,SF-B,1047,6,SF-C,900,4,Egress4,1000.0
320.0,chain4,Ingress4,15,15,SF-B,1253,7,SF-C,1050,4,Egress4,1000.0
321.0,chain4,Ingress4,15,15,SF-B,1225,7,SF-C,1050,4,Egress4,1000.0
322.0,chain4,Ingress4,16,16,SF-B,1337,8,SF-C,1200,5,Egress4,1000.0
323.0,chain4,Ingress4,16,16,SF-B,1315,8,SF-C,1200,5,Egress4,1000.0
324.0,chain4,Ingress4,12,12,SF-B,1031,6,SF-C,900,4,Egress4,1000.0
325.0,chain4,Ingress4,15,15,SF-B,1278,7,SF-C,1050,4,Egress4,1000.0
326.0,chain4,Ingress4,13,13,SF-B,1117,6,SF-C,900,4,Egress4,1000.0
327.0,chain4,Ingress4,13,13,SF-B,1101,6,SF-C,900,4,Egress4,1000.0
328.0,chain4,Ingress4,11,11,SF-B,939,5,SF-C,750,3,Egress4,1000.0
329.0,chain4,Ingress4,15,15,SF-B,1205,7,SF-C,1050,4,Egress4,1000.0
330.0,chain4,Ingress4,11,11,SF-B,921,5,SF-C,750,3,Egress4,1000.0
331.0,chain4,Ingress4,15,15,SF-B,1268,7,SF-C,1050,4,Egress4,1000.0
332.0,chain4,Ingress4,11,11,SF-B,954,5,SF-C,750,3,Egress4,1000.0
333.0,chain4,Ingress4,14,14,SF-B,1185,7,SF-C,1050,4,Egress4,1000.0
334.0,chain4,Ingress4,14,14,SF-B,1143,7,SF-C,1050,4,Egress4,1000.0
335.0,chain4,Ingress4,14,14,SF-B,1151,7,SF-C,1050,4,Egress4,1000.0
336.0,chain4,Ingress4,14,14,SF-B,1137,7,SF-C,1050,4,Egress4,1000.0
337.0,chain4,Ingress4,14,14,SF-B,1156,7,SF-C,1050,4,Egress4,1000.0
338.0,chain4,Ingress4,13,13,SF-B,1091,6,SF-C,900,4,Egress4,1000.0
339.0,chain4,Ingress4,14,14,SF-B,1146,7,SF-C,1050,4,Egress4,1000.0
340.0,chain4,Ingress4,11,11,SF-B,953,5,SF-C,750,3,Egress4,1000.0
341.0,chain4,Ingress4,16,16,SF-B,1334,8,SF-C,1200,5,Egress4,1000.0
342.0,chain4,Ingress4,15,15,SF-B,1216,7,SF-C,1050,4,Egress4,1000.0
343.0,chain4,Ingress4,16,16,SF-B,1326,8,SF-C,1200,5,Egress4,1000.0
344.0,chain4,Ingress4,15,15,SF-B,1279,7,SF-C,1050,4,Egress4,1000.0
345.0,chain4,Ingress4,14,14,SF-B,1139,7,SF-C,1050,4,Egress4,1000.0
346.0,chain4,Ingress4,16,16,SF-B,1294,8,SF-C,1200,5,Egress4,1000.0
347.0,chain4,Ingress4,11,11,SF-B,936,5,SF-C,750,3,Egress4,1000.0
348.0,chain4,Ingress4,16,16,SF-B,1295,8,SF-C,1200,5,Egress4,1000.0
349.0,chain4,Ingress4,11,11,SF-B,899,5,SF-C,750,3,Egress4,1000.0
350.0,chain4,Ingress4,13,13,SF-B,1097,6,SF-C,900,4,Egress4,1000.0
351.0,chain4,Ingress4,13,13,SF-B,1105,6,SF-C,900,4,Egress4,1000.0
352.0,chain4,Ingress4,14,14,SF-B,1163,7,SF-C,1050,4,Egress4,1000.0
353.0,chain4,Ingress4,13,13,SF-B,1084,6,SF-C,900,4,Egress4,1000.0
354.0,chain4,Ingress4,12,12,SF-B,996,6,SF-C,900,4,Egress4,1000.0
355.0,chain4,Ingress4,13,13,SF-B,1069,6,SF-C,900,4,Egress4,1000.0
356.0,chain4,Ingress4,16,16,SF-B,1305,8,SF-C,1200,5,Egress4,1000.0
357.0,chain4,Ingress4,12,12,SF-B,961,6,SF-C,900,4,Egress4,1000.0
358.0,chain4,Ingress4,12,12,SF-B,1039,6,SF-C,900,4,Egress4,1000.0
359.0,chain4,Ingress4,14,14,SF-B,1121,7,SF-C,1050,4,Egress4,1000.0
360.0,chain4,Ingress4,11,11,SF-B,898,5,SF-C,750,3,Egress4,1000.0
361.0,chain4,Ingress4,11,11,SF-B,934,5,SF-C,750,3,Egress4,1000.0
362.0,chain4,Ingress4,12,12,SF-B,1035,6,SF-C,900,4,Egress4,1000.0
363.0,chain4,Ingress4,11,11,SF-B,912,5,SF-C,750,3,Egress4,1000.0
364.0,chain4,Ingress4,14,14,SF-B,1133,7,SF-C,1050,4,Egress4,1000.0
365.0,chain4,Ingress4,11,11,SF-B,936,5,SF-C,750,3,Egress4,1000.0
366.0,chain4,Ingress4,15,15,SF-B,1253,7,SF-C,1050,4,Egress4,1000.0
367.0,chain4,Ingress4,15,15,SF-B,1278,7,SF-C,1050,4,Egress4,1000.0
368.0,chain4,Ingress4,12,12,SF-B,1037,6,SF-C,900,4,Egress4,1000.0
369.0,chain4,Ingress4,14,14,SF-B,1164,7,SF-C,1050,4,Egress4,1000.0
370.0,chain4,Ingress4,11,11,SF-B,908,5,SF-C,750,3,Egress4,1000.0
371.0,chain4,Ingress4,11,11,SF-B,957,5,SF-C,750,3,Egress4,1000.0
372.0,chain4,Ingress4,14,14,SF-B,1154,7,SF-C,1050,4,Egress4,1000.0
373.0,chain4,Ingress4,13,13,SF-B,1061,6,SF-C,900,4,Egress4,1000.0
374.0,chain4,Ingress4,16,16,SF-B,1330,8,SF-C,1200,5,Egress4,1000.0
375.0,chain4,Ingress4,15,15,SF-B,1237,7,SF-C,1050,4,Egress4,1000.0
376.0,chain4,Ingress4,15,15,SF-B,1238,7,SF-C,1050,4,Egress4,1000.0
377.0,chain4,Ingress4,11,11,SF-B,899,5,SF-C,750,3,Egress4,1000.0
378.0,chain4,Ingress4,14,14,SF-B,1127,7,SF-C,1050,4,Egress4,1000.0
379.0,chain4,Ingress4,16,16,SF-B,1322,8,SF-C,1200,5,Egress4,1000.0
380.0,chain4,Ingress4,15,15,SF-B,1225,7,SF-C,1050,4,Egress4,1000.0
381.0,chain4,Ingress4,15,15,SF-B,1230,7,SF-C,1050,4,Egress4,1000.0
382.0,chain4,Ingress4,16,16,SF-B,1284,8,SF-C,1200,5,Egress4,1000.0
383.0,chain4,Ingress4,11,11,SF-B,920,5,SF-C,750,3,Egress4,1000.0
384.0,chain4,Ingress4,16,16,SF-B,1331,8,SF-C,1200,5,Egress4,1000.0
385.0,chain4,Ingress4,11,11,SF-B,910,5,SF-C,750,3,Egress4,1000.0
386.0,chain4,Ingress4,11,11,SF-B,896,5,SF-C,750,3,Egress4,1000.0
387.0,chain4,Ingress4,12,12,SF-B,1020,6,SF-C,900,4,Egress4,1000.0
388.0,chain4,Ingress4,14,14,SF-B,1156,7,SF-C,1050,4,Egress4,1000.0
389.0,chain4,Ingress4,11,11,SF-B,930,5,SF-C,750,3,Egress4,1000.0
390.0,chain4,Ingress4,14,14,SF-B,1190,7,SF-C,1050,4,Egress4,1000.0
391.0,chain4,Ingress4,14,14,SF-B,1180,7,SF-C,1050,4,Egress4,1000.0
392.0,chain4,Ingress4,13,13,SF-B,1086,6,SF-C,900,4,Egress4,1000.0
393.0,chain4,Ingress4,15,15,SF-B,1213,7,SF-C,1050,4,Egress4,1000.0
394.0,chain4,Ingress4,14,14,SF-B,1194,7,SF-C,1050,4,Egress4,1000.0
395.0,chain4,Ingress4,12,12,SF-B,993,6,SF-C,900,4,Egress4,1000.0
396.0,chain4,Ingress4,11,11,SF-B,909,5,SF-C,750,3,Egress4,1000.0
397.0,chain4,Ingress4,16,16,SF-B,1341,8,SF-C,1200,5,Egress4,1000.0
398.0,chain4,Ingress4,14,14,SF-B,1156,7,SF-C,1050,4,Egress4,1000.0
399.0,chain4,Ingress4,16,16,SF-B,1315,8,SF-C,1200,5,Egress4,1000.0
400.0,chain4,Ingress4,13,13,SF-B,1061,6,SF-C,900,4,Egress4,1000.0
401.0,chain4,Ingress4,12,12,SF-B,1036,6,SF-C,900,4,Egress4,1000.0
402.0,chain4,Ingress4,14,14,SF-B,1192,7,SF-C,1050,4,Egress4,1000.0
403.0,chain4,Ingress4,16,16,SF-B,1282,8,SF-C,1200,5,Egress4,1000.0
404.0,chain4,Ingress4,12,12,SF-B,992,6,SF-C,900,4,Egress4,1000.0
405.0,chain4,Ingress4,13,13,SF-B,1084,6,SF-C,900,4,Egress4,1000.0
406.0,chain4,Ingress4,12,12,SF-B,977,6,SF-C,900,4,Egress4,1000.0
407.0,chain4,Ingress4,14,14,SF-B,1141,7,SF-C,1050,4,Egress4,1000.0
408.0,chain4,Ingress4,14,14,SF-B,1197,7,SF-C,1050,4,Egress4,1000.0
409.0,chain4,Ingress4,14,14,SF-B,1131,7,SF-C,1050,4,Egress4,1000.0
410.0,chain4,Ingress4,13,13,SF-B,1049,6,SF-C,900,4,Egress4,1000.0
411.0,chain4,Ingress4,14,14,SF-B,1173,7,SF-C,1050,4,Egress4,1000.0
412.0,chain4,Ingress4,15,15,SF-B,1236,7,SF-C,1050,4,Egress4,1000.0
413.0,chain4,Ingress4,11,11,SF-B,898,5,SF-C,750,3,Egress4,1000.0
414.0,chain4,Ingress4,16,16,SF-B,1306,8,SF-C,1200,5,Egress4,1000.0
415.0,chain4,Ingress4,12,12,SF-B,1025,6,SF-C,900,4,Egress4,1000.0
416.0,chain4,Ingress4,12,12,SF-B,992,6,SF-C,900,4,Egress4,1000.0
417.0,chain4,Ingress4,12,12,SF-B,990,6,SF-C,900,4,Egress4,1000.0
418.0,chain4,Ingress4,16,16,SF-B,1321,8,SF-C,1200,5,Egress4,1000.0
419.0,chain4,Ingress4,12,12,SF-B,1020,6,SF-C,900,4,Egress4,1000.0
420.0,chain4,Ingress4,11,11,SF-B,946,5,SF-C,750,3,Egress4,1000.0
421.0,chain4,Ingress4,11,11,SF-B,945,5,SF-C,750,3,Egress4,1000.0
422.0,chain4,Ingress4,14,14,SF-B,1171,7,SF-C,1050,4,Egress4,1000.0
423.0,chain4,Ingress4,12,12,SF-B,1033,6,SF-C,900,4,Egress4,1000.0
424.0,chain4,Ingress4,13,13,SF-B,1119,6,SF-C,900,4,Egress4,1000.0
425.0,chain4,Ingress4,13,13,SF-B,1064,6,SF-C,900,4,Egress4,1000.0
426.0,chain4,Ingress4,13,13,SF-B,1063,6,SF-C,900,4,Egress4,1000.0
427.0,chain4,Ingress4,13,13,SF-B,1115,6,SF-C,900,4,Egress4,1000.0
428.0,chain4,Ingress4,15,15,SF-B,1276,7,SF-C,1050,4,Egress4,1000.0
429.0,chain4,Ingress4,15,15,SF-B,1230,7,SF-C,1050,4,Egress4,1000.0
430.0,chain4,Ingress4,12,12,SF-B,964,6,SF-C,900,4,Egress4,1000.0
431.0,chain4,Ingress4,14,14,SF-B,1194,7,SF-C,1050,4,Egress4,1000.0
432.0,chain4,Ingress4,14,14,SF-B,1162,7,SF-C,1050,4,Egress4,1000.0
433.0,chain4,Ingress4,16,16,SF-B,1329,8,SF-C,1200,5,Egress4,1000.0
434.0,chain4,Ingress4,12,12,SF-B,1039,6,SF-C,900,4,Egress4,1000.0
435.0,chain4,Ingress4,13,13,SF-B,1113,6,SF-C,900,4,Egress4,1000.0
436.0,chain4,Ingress4,13,13,SF-B,1056,6,SF-C,900,4,Egress4,1000.0
437.0,chain4,Ingress4,13,13,SF-B,1055,6,SF-C,900,4,Egress4,1000.0
438.0,chain4,Ingress4,16,16,SF-B,1323,8,SF-C,1200,5,Egress4,1000.0
439.0,chain4,Ingress4,12,12,SF-B,982,6,SF-C,900,4,Egress4,1000.0
440.0,chain4,Ingress4,16,16,SF-B,1287,8,SF-C,1200,5,Egress4,1000.0
441.0,chain4,Ingress4,13,13,SF-B,1042,6,SF-C,900,4,Egress4,1000.0
442.0,chain4,Ingress4,12,12,SF-B,999,6,SF-C,900,4,Egress4,1000.0
443.0,chain4,Ingress4,16,16,SF-B,1302,8,SF-C,1200,5,Egress4,1000.0
444.0,chain4,Ingress4,12,12,SF-B,1017,6,SF-C,900,4,Egress4,1000.0
445.0,chain4,Ingress4,16,16,SF-B,1324,8,SF-C,1200,5,Egress4,1000.0
446.0,chain4,Ingress4,16,16,SF-B,1337,8,SF-C,1200,5,Egress4,1000.0
447.0,chain4,Ingress4,16,16,SF-B,1292,8,SF-C,1200,5,Egress4,1000.0
448.0,chain4,Ingress4,15,15,SF-B,1247,7,SF-C,1050,4,Egress4,1000.0
449.0,chain4,Ingress4,11,11,SF-B,957,5,SF-C,750,3,Egress4,1000.0
450.0,chain4,Ingress4,16,16,SF-B,1319,8,SF-C,1200,5,Egress4,1000.0
451.0,chain4,Ingress4,15,15,SF-B,1227,7,SF-C,1050,4,Egress4,1000.0
452.0,chain4,Ingress4,14,14,SF-B,1187,7,SF-C,1050,4,Egress4,1000.0
453.0,chain4,Ingress4,14,14,SF-B,1160,7,SF-C,1050,4,Egress4,1000.0
454.0,chain4,Ingress4,14,14,SF-B,1174,7,SF-C,1050,4,Egress4,1000.0
455.0,chain4,Ingress4,14,14,SF-B,1132,7,SF-C,1050,4,Egress4,1000.0
456.0,chain4,Ingress4,16,16,SF-B,1309,8,SF-C,1200,5,Egress4,1000.0
457.0,chain4,Ingress4,15,15,SF-B,1267,7,SF-C,1050,4,Egress4,1000.0
458.0,chain4,Ingress4,13,13,SF-B,1074,6,SF-C,900,4,Egress4,1000.0
459.0,chain4,Ingress4,12,12,SF-B,1000,6,SF-C,900,4,Egress4,1000.0
460.0,chain4,Ingress4,15,15,SF-B,1245,7,SF-C,1050,4,Egress4,1000.0
461.0,chain4,Ingress4,14,14,SF-B,1186,7,SF-C,1050,4,Egress4,1000.0
462.0,chain4,Ingress4,14,14,SF-B,1155,7,SF-C,1050,4,Egress4,1000.0
463.0,chain4,Ingress4,14,14,SF-B,1124,7,SF-C,1050,4,Egress4,1000.0
464.0,chain4,Ingress4,14,14,SF-B,1131,7,SF-C,1050,4,Egress4,1000.0
465.0,chain4,Ingress4,14,14,SF-B,1178,7,SF-C,1050,4,Egress4,1000.0
466.0,chain4,Ingress4,12,12,SF-B,977,6,SF-C,900,4,Egress4,1000.0
467.0,chain4,Ingress4,14,14,SF-B,1161,7,SF-C,1050,4,Egress4,1000.0
468.0,chain4,Ingress4,12,12,SF-B,985,6,SF-C,900,4,Egress4,1000.0
469.0,chain4,Ingress4,16,16,SF-B,1335,8,SF-C,1200,5,Egress4,1000.0
470.0,chain4,Ingress4,11,11,SF-B,935,5,SF-C,750,3,Egress4,1000.0
471.0,chain4,Ingress4,12,12,SF-B,962,6,SF-C,900,4,Egress4,1000.0
472.0,chain4,Ingress4,12,12,SF-B,988,6,SF-C,900,4,Egress4,1000.0
473.0,chain4,Ingress4,13,13,SF-B,1093,6,SF-C,900,4,Egress4,1000.0
474.0,chain4,Ingress4,13,13,SF-B,1044,6,SF-C,900,4,Egress4,1000.0
475.0,chain4,Ingress4,11,11,SF-B,917,5,SF-C,750,3,Egress4,1000.0
476.0,chain4,Ingress4,15,15,SF-B,1226,7,SF-C,1050,4,Egress4,1000.0
477.0,chain4,Ingress4,11,11,SF-B,957,5,SF-C,750,3,Egress4,1000.0
478.0,chain4,Ingress4,15,15,SF-B,1233,7,SF-C,1050,4,Egress4,1000.0
479.0,chain4,Ingress4,14,14,SF-B,1141,7,SF-C,1050,4,Egress4,1000.0
480.0,chain4,Ingress4,15,15,SF-B,1274,7,SF-C,1050,4,Egress4,1000.0
481.0,chain4,Ingress4,12,12,SF-B,979,6,SF-C,900,4,Egress4,1000.0
482.0,chain4,Ingress4,12,12,SF-B,1013,6,SF-C,900,4,Egress4,1000.0
483.0,chain4,Ingress4,16,16,SF-B,1317,8,SF-C,1200,5,Egress4,1000.0
484.0,chain4,Ingress4,13,13,SF-B,1051,6,SF-C,900,4,Egress4,1000.0
485.0,chain4,Ingress4,13,13,SF-B,1062,6,SF-C,900,4,Egress4,1000.0
486.0,chain4,Ingress4,14,14,SF-B,1124,7,SF-C,1050,4,Egress4,1000.0
487.0,chain4,Ingress4,16,16,SF-B,1313,8,SF-C,1200,5,Egress4,1000.0
488.0,chain4,Ingress4,15,15,SF-B,1227,7,SF-C,1050,4,Egress4,1000.0
489.0,chain4,Ingress4,14,14,SF-B,1197,7,SF-C,1050,4,Egress4,1000.0
490.0,chain4,Ingress4,11,11,SF-B,941,5,SF-C,750,3,Egress4,1000.0
491.0,chain4,Ingress4,16,16,SF-B,1328,8,SF-C,1200,5,Egress4,1000.0
492.0,chain4,Ingress4,13,13,SF-B,1090,6,SF-C,900,4,Egress4,1000.0
493.0,chain4,Ingress4,16,16,SF-B,1298,8,SF-C,1200,5,Egress4,1000.0
494.0,chain4,Ingress4,15,15,SF-B,1260,7,SF-C,1050,4,Egress4,1000.0
495.0,chain4,Ingress4,14,14,SF-B,1131,7,SF-C,1050,4,Egress4,1000.0
496.0,chain4,Ingress4,13,13,SF-B,1095,6,SF-C,900,4,Egress4,1000.0
497.0,chain4,Ingress4,14,14,SF-B,1170,7,SF-C,1050,4,Egress4,1000.0
498.0,chain4,Ingress4,12,12,SF-B,1037,6,SF-C,900,4,Egress4,1000.0
499.0,chain4,Ingress4,13,13,SF-B,1043,6,SF-C,900,4,Egress4,1000.0
500.0,chain4,Ingress4,11,11,SF-B,935,5,SF-C,750,3,Egress4,1000.0
