time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
293.0,chain20,Ingress20,12,12,SF-C,1894,8,SF-D,800,16,Egress20,1000.0
294.0,chain20,Ingress20,9,9,SF-C,1419,6,SF-D,600,12,Egress20,1000.0
295.0,chain20,Ingress20,9,9,SF-C,1480,6,SF-D,600,12,Egress20,1000.0
296.0,chain20,Ingress20,11,11,SF-C,1700,7,SF-D,700,14,Egress20,1000.0
297.0,chain20,Ingress20,11,11,SF-C,1669,7,SF-D,700,14,Egress20,1000.0
298.0,chain20,Ingress20,10,10,SF-C,1642,7,SF-D,700,14,Egress20,1000.0
299.0,chain20,Ingress20,9,9,SF-C,1373,6,SF-D,600,12,Egress20,1000.0
300.0,chain20,Ingress20,12,12,SF-C,1864,8,SF-D,800,16,Egress20,1000.0
301.0,chain20,Ingress20,9,9,SF-C,1414,6,SF-D,600,12,Egress20,1000.0
302.0,chain20,Ingress20,12,12,SF-C,1912,8,SF-D,800,16,Egress20,1000.0
303.0,chain20,Ingress20,9,9,SF-C,1476,6,SF-D,600,12,Egress20,1000.0
304.0,chain20,Ingress20,11,11,SF-C,1681,7,SF-D,700,14,Egress20,1000.0
305.0,chain20,Ingress20,9,9,SF-C,1358,6,SF-D,600,12,Egress20,1000.0
306.0,chain20,Ingress20,8,8,SF-C,1326,5,SF-D,500,10,Egress20,1000.0
307.0,chain20,Ingress20,9,9,SF-C,1382,6,SF-D,600,12,Egress20,1000.0
308.0,chain20,Ingress20,11,11,SF-C,1737,7,SF-D,700,14,Egress20,1000.0
309.0,chain20,Ingress20,9,9,SF-C,1406,6,SF-D,600,12,Egress20,1000.0
310.0,chain20,Ingress20,9,9,SF-C,1472,6,SF-D,600,12,Egress20,1000.0
311.0,chain20,Ingress20,9,9,SF-C,1499,6,SF-D,600,12,Egress20,1000.0
312.0,chain20,Ingress20,11,11,SF-C,1684,7,SF-D,700,14,Egress20,1000.0
313.0,chain20,Ingress20,10,10,SF-C,1519,6,SF-D,600,12,Egress20,1000.0
314.0,chain20,Ingress20,13,13,SF-C,1971,8,SF-D,800,16,Egress20,1000.0
315.0,chain20,Ingress20,10,10,SF-C,1580,7,SF-D,700,14,Egress20,1000.0
316.0,chain20,Ingress20,10,10,SF-C,1588,7,SF-D,700,14,Egress20,1000.0
317.0,chain20,Ingress20,11,11,SF-C,1708,7,SF-D,700,14,Egress20,1000.0
318.0,chain20,Ingress20,9,9,SF-C,1351,6,SF-D,600,12,Egress20,1000.0
319.0,chain20,Ingress20,12,12,SF-C,1911,8,SF-D,800,16,Egress20,1000.0
320.0,chain20,Ingress20,9,9,SF-C,1354,6,SF-D,600,12,Egress20,1000.0
321.0,chain20,Ingress20,10,10,SF-C,1619,7,SF-D,700,14,Egress20,1000.0
322.0,chain20,Ingress20,10,10,SF-C,1601,7,SF-D,700,14,Egress20,1000.0
323.0,chain20,Ingress20,10,10,SF-C,1515,6,SF-D,600,12,Egress20,1000.0
324.0,chain20,Ingress20,10,10,SF-C,1506,6,SF-D,600,12,Egress20,1000.0
325.0,chain20,Ingress20,12,12,SF-C,1869,8,SF-D,800,16,Egress20,1000.0
326.0,chain20,Ingress20,12,12,SF-C,1858,8,SF-D,800,16,Egress20,1000.0
327.0,chain20,Ingress20,11,11,SF-C,1756,7,SF-D,700,14,Egress20,1000.0
328.0,chain20,Ingress20,9,9,SF-C,1481,6,SF-D,600,12,Egress20,1000.0
329.0,chain20,Ingress20,13,13,SF-C,1956,8,SF-D,800,16,Egress20,1000.0
330.0,chain20,Ingress20,11,11,SF-C,1762,7,SF-D,700,14,Egress20,1000.0
331.0,chain20,Ingress20,9,9,SF-C,1371,6,SF-D,600,12,Egress20,1000.0
332.0,chain20,Ingress20,10,10,SF-C,1539,6,SF-D,600,12,Egress20,1000.0
333.0,chain20,Ingress20,13,13,SF-C,1961,8,SF-D,800,16,Egress20,1000.0
334.0,chain20,Ingress20,12,12,SF-C,1893,8,SF-D,800,16,Egress20,1000.0
335.0,chain20,Ingress20,12,12,SF-C,1938,8,SF-D,800,16,Egress20,1000.0
336.0,chain20,Ingress20,8,8,SF-C,1326,5,SF-D,500,10,Egress20,1000.0
337.0,chain20,Ingress20,11,11,SF-C,1777,7,SF-D,700,14,Egress20,1000.0
338.0,chain20,Ingress20,11,11,SF-C,1686,7,SF-D,700,14,Egress20,1000.0
339.0,chain20,Ingress20,9,9,SF-C,1490,6,SF-D,600,12,Egress20,1000.0
340.0,chain20,Ingress20,12,12,SF-C,1839,8,SF-D,800,16,Egress20,1000.0
341.0,chain20,Ingress20,11,11,SF-C,1770,7,SF-D,700,14,Egress20,1000.0
342.0,chain20,Ingress20,11,11,SF-C,1791,7,SF-D,700,14,Egress20,1000.0
343.0,chain20,Ingress20,13,13,SF-C,1951,8,SF-D,800,16,Egress20,1000.0
344.0,chain20,Ingress20,11,11,SF-C,1670,7,SF-D,700,14,Egress20,1000.0
345.0,chain20,Ingress20,11,11,SF-C,1793,7,SF-D,700,14,Egress20,1000.0
346.0,chain20,Ingress20,12,12,SF-C,1882,8,SF-D,800,16,Egress20,1000.0
347.0,chain20,Ingress20,10,10,SF-C,1536,6,SF-D,600,12,Egress20,1000.0
348.0,chain20,Ingress20,13,13,SF-C,1971,8,SF-D,800,16,Egress20,1000.0
349.0,chain20,Ingress20,12,12,SF-C,1801,8,SF-D,800,16,Egress20,1000.0
350.0,chain20,Ingress20,9,9,SF-C,1488,6,SF-D,600,12,Egress20,1000.0
351.0,chain20,Ingress20,11,11,SF-C,1775,7,SF-D,700,14,Egress20,1000.0
352.0,chain20,Ingress20,11,11,SF-C,1681,7,SF-D,700,14,Egress20,1000.0
353.0,chain20,Ingress20,11,11,SF-C,1753,7,SF-D,700,14,Egress20,1000.0
354.0,chain20,Ingress20,11,11,SF-C,1737,7,SF-D,700,14,Egress20,1000.0
355.0,chain20,Ingress20,12,12,SF-C,1831,8,SF-D,800,16,Egress20,1000.0
356.0,chain20,Ingress20,9,9,SF-C,1381,6,SF-D,600,12,Egress20,1000.0
357.0,chain20,Ingress20,9,9,SF-C,1368,6,SF-D,600,12,Egress20,1000.0
358.0,chain20,Ingress20,11,11,SF-C,1773,7,SF-D,700,14,Egress20,1000.0
359.0,chain20,Ingress20,12,12,SF-C,1905,8,SF-D,800,16,Egress20,1000.0
360.0,chain20,Ingress20,10,10,SF-C,1558,6,SF-D,600,12,Egress20,1000.0
361.0,chain20,Ingress20,11,11,SF-C,1762,7,SF-D,700,14,Egress20,1000.0
362.0,chain20,Ingress20,9,9,SF-C,1356,6,SF-D,600,12,Egress20,1000.0
363.0,chain20,Ingress20,12,12,SF-C,1804,8,SF-D,800,16,Egress20,1000.0
364.0,chain20,Ingress20,11,11,SF-C,1701,7,SF-D,700,14,Egress20,1000.0
365.0,chain20,Ingress20,12,12,SF-C,1802,8,SF-D,800,16,Egress20,1000.0
366.0,chain20,Ingress20,12,12,SF-C,1941,8,SF-D,800,16,Egress20,1000.0
367.0,chain20,Ingress20,12,12,SF-C,1875,8,SF-D,800,16,Egress20,1000.0
368.0,chain20,Ingress20,12,12,SF-C,1904,8,SF-D,800,16,Egress20,1000.0
369.0,chain20,Ingress20,9,9,SF-C,1473,6,SF-D,600,12,Egress20,1000.0
370.0,chain20,Ingress20,10,10,SF-C,1540,6,SF-D,600,12,Egress20,1000.0
371.0,chain20,Ingress20,11,11,SF-C,1655,7,SF-D,700,14,Egress20,1000.0
372.0,chain20,Ingress20,12,12,SF-C,1832,8,SF-D,800,16,Egress20,1000.0
373.0,chain20,Ingress20,8,8,SF-C,1339,5,SF-D,500,10,Egress20,1000.0
374.0,chain20,Ingress20,12,12,SF-C,1809,8,SF-D,800,16,Egress20,1000.0
375.0,chain20,Ingress20,11,11,SF-C,1737,7,SF-D,700,14,Egress20,1000.0
376.0,chain20,Ingress20,11,11,SF-C,1678,7,SF-D,700,14,Egress20,1000.0
377.0,chain20,Ingress20,12,12,SF-C,1808,8,SF-D,800,16,Egress20,1000.0
378.0,chain20,Ingress20,11,11,SF-C,1711,7,SF-D,700,14,Egress20,1000.0
379.0,chain20,Ingress20,12,12,SF-C,1883,8,SF-D,800,16,Egress20,1000.0
380.0,chain20,Ingress20,11,11,SF-C,1720,7,SF-D,700,14,Egress20,1000.0
381.0,chain20,Ingress20,11,11,SF-C,1751,7,SF-D,700,14,Egress20,1000.0
382.0,chain20,Ingress20,10,10,SF-C,1541,6,SF-D,600,12,Egress20,1000.0
383.0,chain20,Ingress20,11,11,SF-C,1769,7,SF-D,700,14,Egress20,1000.0
384.0,chain20,Ingress20,11,11,SF-C,1749,7,SF-D,700,14,Egress20,1000.0
385.0,chain20,Ingress20,8,8,SF-C,1325,5,SF-D,500,10,Egress20,1000.0
386.0,chain20,Ingress20,12,12,SF-C,1901,8,SF-D,800,16,Egress20,1000.0
387.0,chain20,Ingress20,9,9,SF-C,1481,6,SF-D,600,12,Egress20,1000.0
388.0,chain20,Ingress20,9,9,SF-C,1439,6,SF-D,600,12,Egress20,1000.0
389.0,chain20,Ingress20,10,10,SF-C,1573,6,SF-D,600,12,Egress20,1000.0
390.0,chain20,Ingress20,10,10,SF-C,1560,6,SF-D,600,12,Egress20,1000.0
391.0,chain20,Ingress20,9,9,SF-C,1414,6,SF-D,600,12,Egress20,1000.0
392.0,chain20,Ingress20,10,10,SF-C,1634,7,SF-D,700,14,Egress20,1000.0
393.0,chain20,Ingress20,11,11,SF-C,1775,7,SF-D,700,14,Egress20,1000.0
394.0,chain20,Ingress20,10,10,SF-C,1611,7,SF-D,700,14,Egress20,1000.0
395.0,chain20,Ingress20,11,11,SF-C,1750,7,SF-D,700,14,Egress20,1000.0
396.0,chain20,Ingress20,9,9,SF-C,1371,6,SF-D,600,12,Egress20,1000.0
397.0,chain20,Ingress20,12,12,SF-C,1930,8,SF-D,800,16,Egress20,1000.0
398.0,chain20,Ingress20,10,10,SF-C,1579,7,SF-D,700,14,Egress20,1000.0
399.0,chain20,Ingress20,10,10,SF-C,1622,7,SF-D,700,14,Egress20,1000.0
400.0,chain20,Ingress20,9,9,SF-C,1478,6,SF-D,600,12,Egress20,1000.0
401.0,chain20,Ingress20,10,10,SF-C,1570,6,SF-D,600,12,Egress20,1000.0
402.0,chain20,Ingress20,8,8,SF-C,1323,5,SF-D,500,10,Egress20,1000.0
403.0,chain20,Ingress20,10,10,SF-C,1603,7,SF-D,700,14,Egress20,1000.0
404.0,chain20,Ingress20,11,11,SF-C,1784,7,SF-D,700,14,Egress20,1000.0
405.0,chain20,Ingress20,9,9,SF-C,1432,6,SF-D,600,12,Egress20,1000.0
406.0,chain20,Ingress20,10,10,SF-C,1583,7,SF-D,700,14,Egress20,1000.0
407.0,chain20,Ingress20,8,8,SF-C,1348,5,SF-D,500,10,Egress20,1000.0
408.0,chain20,Ingress20,9,9,SF-C,1350,6,SF-D,600,12,Egress20,1000.0
409.0,chain20,Ingress20,9,9,SF-C,1483,6,SF-D,600,12,Egress20,1000.0
410.0,chain20,Ingress20,13,13,SF-C,1975,8,SF-D,800,16,Egress20,1000.0
411.0,chain20,Ingress20,10,10,SF-C,1631,7,SF-D,700,14,Egress20,1000.0
412.0,chain20,Ingress20,10,10,SF-C,1543,6,SF-D,600,12,Egress20,1000.0
413.0,chain20,Ingress20,10,10,SF-C,1580,7,SF-D,700,14,Egress20,1000.0
414.0,chain20,Ingress20,12,12,SF-C,1873,8,SF-D,800,16,Egress20,1000.0
415.0,chain20,Ingress20,8,8,SF-C,1337,5,SF-D,500,10,Egress20,1000.0
416.0,chain20,Ingress20,12,12,SF-C,1819,8,SF-D,800,16,Egress20,1000.0
417.0,chain20,Ingress20,11,11,SF-C,1747,7,SF-D,700,14,Egress20,1000.0
418.0,chain20,Ingress20,13,13,SF-C,1970,8,SF-D,800,16,Egress20,1000.0
419.0,chain20,Ingress20,8,8,SF-C,1324,5,SF-D,500,10,Egress20,1000.0
420.0,chain20,Ingress20,9,9,SF-C,1367,6,SF-D,600,12,Egress20,1000.0
421.0,chain20,Ingress20,12,12,SF-C,1851,8,SF-D,800,16,Egress20,1000.0
422.0,chain20,Ingress20,10,10,SF-C,1596,7,SF-D,700,14,Egress20,1000.0
423.0,chain20,Ingress20,12,12,SF-C,1823,8,SF-D,800,16,Egress20,1000.0
424.0,chain20,Ingress20,13,13,SF-C,1965,8,SF-D,800,16,Egress20,1000.0
425.0,chain20,Ingress20,11,11,SF-C,1779,7,SF-D,700,14,Egress20,1000.0
426.0,chain20,Ingress20,11,11,SF-C,1743,7,SF-D,700,14,Egress20,1000.0
427.0,chain20,Ingress20,12,12,SF-C,1804,8,SF-D,800,16,Egress20,1000.0
428.0,chain20,Ingress20,11,11,SF-C,1751,7,SF-D,700,14,Egress20,1000.0
429.0,chain20,Ingress20,9,9,SF-C,1467,6,SF-D,600,12,Egress20,1000.0
430.0,chain20,Ingress20,12,12,SF-C,1839,8,SF-D,800,16,Egress20,1000.0
431.0,chain20,Ingress20,9,9,SF-C,1369,6,SF-D,600,12,Egress20,1000.0
432.0,chain20,Ingress20,9,9,SF-C,1462,6,SF-D,600,12,Egress20,1000.0
433.0,chain20,Ingress20,12,12,SF-C,1835,8,SF-D,800,16,Egress20,1000.0
434.0,chain20,Ingress20,10,10,SF-C,1526,6,SF-D,600,12,Egress20,1000.0
435.0,chain20,Ingress20,12,12,SF-C,1855,8,SF-D,800,16,Egress20,1000.0
436.0,chain20,Ingress20,10,10,SF-C,1552,6,SF-D,600,12,Egress20,1000.0
437.0,chain20,Ingress20,8,8,SF-C,1328,5,SF-D,500,10,Egress20,1000.0
438.0,chain20,Ingress20,10,10,SF-C,1648,7,SF-D,700,14,Egress20,1000.0
439.0,chain20,Ingress20,11,11,SF-C,1775,7,SF-D,700,14,Egress20,1000.0
440.0,chain20,Ingress20,10,10,SF-C,1545,6,SF-D,600,12,Egress20,1000.0
441.0,chain20,Ingress20,11,11,SF-C,1789,7,SF-D,700,14,Egress20,1000.0
442.0,chain20,Ingress20,13,13,SF-C,1962,8,SF-D,800,16,Egress20,1000.0
443.0,chain20,Ingress20,11,11,SF-C,1672,7,SF-D,700,14,Egress20,1000.0
444.0,chain20,Ingress20,10,10,SF-C,1606,7,SF-D,700,14,Egress20,1000.0
445.0,chain20,Ingress20,10,10,SF-C,1597,7,SF-D,700,14,Egress20,1000.0
446.0,chain20,Ingress20,12,12,SF-C,1880,8,SF-D,800,16,Egress20,1000.0
447.0,chain20,Ingress20,12,12,SF-C,1818,8,SF-D,800,16,Egress20,1000.0
448.0,chain20,Ingress20,8,8,SF-C,1324,5,SF-D,500,10,Egress20,1000.0
449.0,chain20,Ingress20,9,9,SF-C,1362,6,SF-D,600,12,Egress20,1000.0
450.0,chain20,Ingress20,9,9,SF-C,1494,6,SF-D,600,12,Egress20,1000.0
451.0,chain20,Ingress20,10,10,SF-C,1555,6,SF-D,600,12,Egress20,1000.0
452.0,chain20,Ingress20,11,11,SF-C,1742,7,SF-D,700,14,Egress20,1000.0
453.0,chain20,Ingress20,9,9,SF-C,1385,6,SF-D,600,12,Egress20,1000.0
454.0,chain20,Ingress20,11,11,SF-C,1702,7,SF-D,700,14,Egress20,1000.0
455.0,chain20,Ingress20,9,9,SF-C,1482,6,SF-D,600,12,Egress20,1000.0
456.0,chain20,Ingress20,11,11,SF-C,1798,7,SF-D,700,14,Egress20,1000.0
457.0,chain20,Ingress20,12,12,SF-C,1942,8,SF-D,800,16,Egress20,1000.0
458.0,chain20,Ingress20,9,9,SF-C,1447,6,SF-D,600,12,Egress20,1000.0
459.0,chain20,Ingress20,12,12,SF-C,1880,8,SF-D,800,16,Egress20,1000.0
460.0,chain20,Ingress20,9,9,SF-C,1350,6,SF-D,600,12,Egress20,1000.0
461.0,chain20,Ingress20,11,11,SF-C,1734,7,SF-D,700,14,Egress20,1000.0
462.0,chain20,Ingress20,8,8,SF-C,1333,5,SF-D,500,10,Egress20,1000.0
463.0,chain20,Ingress20,11,11,SF-C,1770,7,SF-D,700,14,Egress20,1000.0
464.0,chain20,Ingress20,12,12,SF-C,1821,8,SF-D,800,16,Egress20,1000.0
465.0,chain20,Ingress20,9,9,SF-C,1499,6,SF-D,600,12,Egress20,1000.0
466.0,chain20,Ingress20,10,10,SF-C,1616,7,SF-D,700,14,Egress20,1000.0
467.0,chain20,Ingress20,12,12,SF-C,1939,8,SF-D,800,16,Egress20,1000.0
468.0,chain20,Ingress20,10,10,SF-C,1551,6,SF-D,600,12,Egress20,1000.0
469.0,chain20,Ingress20,11,11,SF-C,1761,7,SF-D,700,14,Egress20,1000.0
470.0,chain20,Ingress20,9,9,SF-C,1390,6,SF-D,600,12,Egress20,1000.0
471.0,chain20,Ingress20,9,9,SF-C,1357,6,SF-D,600,12,Egress20,1000.0
472.0,chain20,Ingress20,10,10,SF-C,1572,6,SF-D,600,12,Egress20,1000.0
473.0,chain20,Ingress20,12,12,SF-C,1804,8,SF-D,800,16,Egress20,1000.0
474.0,chain20,Ingress20,10,10,SF-C,1520,6,SF-D,600,12,Egress20,1000.0
475.0,chain20,Ingress20,9,9,SF-C,1435,6,SF-D,600,12,Egress20,1000.0
476.0,chain20,Ingress20,10,10,SF-C,1555,6,SF-D,600,12,Egress20,1000.0
477.0,chain20,Ingress20,9,9,SF-C,1473,6,SF-D,600,12,Egress20,1000.0
478.0,chain20,Ingress20,13,13,SF-C,1979,8,SF-D,800,16,Egress20,1000.0
479.0,chain20,Ingress20,11,11,SF-C,1711,7,SF-D,700,14,Egress20,1000.0
480.0,chain20,Ingress20,12,12,SF-C,1906,8,SF-D,800,16,Egress20,1000.0
481.0,chain20,Ingress20,11,11,SF-C,1756,7,SF-D,700,14,Egress20,1000.0
482.0,chain20,Ingress20,9,9,SF-C,1404,6,SF-D,600,12,Egress20,1000.0
483.0,chain20,Ingress20,12,12,SF-C,1841,8,SF-D,800,16,Egress20,1000.0
484.0,chain20,Ingress20,12,12,SF-C,1904,8,SF-D,800,16,Egress20,1000.0
485.0,chain20,Ingress20,9,9,SF-C,1385,6,SF-D,600,12,Egress20,1000.0
486.0,chain20,Ingress20,10,10,SF-C,1511,6,SF-D,600,12,Egress20,1000.0
487.0,chain20,Ingress20,9,9,SF-C,1480,6,SF-D,600,12,Egress20,1000.0
488.0,chain20,Ingress20,10,10,SF-C,1636,7,SF-D,700,14,Egress20,1000.0
489.0,chain20,Ingress20,11,11,SF-C,1683,7,SF-D,700,14,Egress20,1000.0
490.0,chain20,Ingress20,11,11,SF-C,1750,7,SF-D,700,14,Egress20,1000.0
491.0,chain20,Ingress20,9,9,SF-C,1420,6,SF-D,600,12,Egress20,1000.0
492.0,chain20,Ingress20,9,9,SF-C,1455,6,SF-D,600,12,Egress20,1000.0
493.0,chain20,Ingress20,13,13,SF-C,1959,8,SF-D,800,16,Egress20,1000.0
494.0,chain20,Ingress20,13,13,SF-C,1967,8,SF-D,800,16,Egress20,1000.0
495.0,chain20,Ingress20,12,12,SF-C,1850,8,SF-D,800,16,Egress20,1000.0
496.0,chain20,Ingress20,9,9,SF-C,1477,6,SF-D,600,12,Egress20,1000.0
497.0,chain20,Ingress20,9,9,SF-C,1491,6,SF-D,600,12,Egress20,1000.0
498.0,chain20,Ingress20,10,10,SF-C,1626,7,SF-D,700,14,Egress20,1000.0
499.0,chain20,Ingress20,10,10,SF-C,1541,6,SF-D,600,12,Egress20,1000.0
500.0,chain20,Ingress20,9,9,SF-C,1416,6,SF-D,600,12,Egress20,1000.0
