time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
288.0,chain10,Ingress10,17,17,SF-B,1438,8,SF-E,1600,13,Egress10,1000.0
289.0,chain10,Ingress10,17,17,SF-B,1400,8,SF-E,1600,13,Egress10,1000.0
290.0,chain10,Ingress10,12,12,SF-B,976,6,SF-E,1200,10,Egress10,1000.0
291.0,chain10,Ingress10,13,13,SF-B,1071,6,SF-E,1200,10,Egress10,1000.0
292.0,chain10,Ingress10,12,12,SF-B,968,6,SF-E,1200,10,Egress10,1000.0
293.0,chain10,Ingress10,17,17,SF-B,1417,8,SF-E,1600,13,Egress10,1000.0
294.0,chain10,Ingress10,17,17,SF-B,1400,8,SF-E,1600,13,Egress10,1000.0
295.0,chain10,Ingress10,13,13,SF-B,1058,6,SF-E,1200,10,Egress10,1000.0
296.0,chain10,Ingress10,17,17,SF-B,1403,8,SF-E,1600,13,Egress10,1000.0
297.0,chain10,Ingress10,14,14,SF-B,1129,7,SF-E,1400,11,Egress10,1000.0
298.0,chain10,Ingress10,15,15,SF-B,1211,7,SF-E,1400,11,Egress10,1000.0
299.0,chain10,Ingress10,14,14,SF-B,1166,7,SF-E,1400,11,Egress10,1000.0
300.0,chain10,Ingress10,16,16,SF-B,1308,8,SF-E,1600,13,Egress10,1000.0
301.0,chain10,Ingress10,15,15,SF-B,1246,7,SF-E,1400,11,Egress10,1000.0
302.0,chain10,Ingress10,17,17,SF-B,1425,8,SF-E,1600,13,Egress10,1000.0
303.0,chain10,Ingress10,15,15,SF-B,1210,7,SF-E,1400,11,Egress10,1000.0
304.0,chain10,Ingress10,17,17,SF-B,1406,8,SF-E,1600,13,Egress10,1000.0
305.0,chain10,Ingress10,12,12,SF-B,980,6,SF-E,1200,10,Egress10,1000.0
306.0,chain10,Ingress10,12,12,SF-B,978,6,SF-E,1200,10,Egress10,1000.0
307.0,chain10,Ingress10,13,13,SF-B,1096,6,SF-E,1200,10,Egress10,1000.0
308.0,chain10,Ingress10,14,14,SF-B,1124,7,SF-E,1400,11,Egress10,1000.0
309.0,chain10,Ingress10,17,17,SF-B,1364,8,SF-E,1600,13,Egress10,1000.0
310.0,chain10,Ingress10,14,14,SF-B,1121,7,SF-E,1400,11,Egress10,1000.0
311.0,chain10,Ingress10,14,14,SF-B,1195,7,SF-E,1400,11,Egress10,1000.0
312.0,chain10,Ingress10,16,16,SF-B,1355,8,SF-E,1600,13,Egress10,1000.0
313.0,chain10,Ingress10,17,17,SF-B,1437,8,SF-E,1600,13,Egress10,1000.0
314.0,chain10,Ingress10,16,16,SF-B,1317,8,SF-E,1600,13,Egress10,1000.0
315.0,chain10,Ingress10,12,12,SF-B,1004,6,SF-E,1200,10,Egress10,1000.0
316.0,chain10,Ingress10,16,16,SF-B,1353,8,SF-E,1600,13,Egress10,1000.0
317.0,chain10,Ingress10,13,13,SF-B,1075,6,SF-E,1200,10,Egress10,1000.0
318.0,chain10,Ingress10,17,17,SF-B,1400,8,SF-E,1600,13,Egress10,1000.0
319.0,chain10,Ingress10,15,15,SF-B,1260,7,SF-E,1400,11,Egress10,1000.0
320.0,chain10,Ingress10,16,16,SF-B,1333,8,SF-E,1600,13,Egress10,1000.0
321.0,chain10,Ingress10,16,16,SF-B,1292,8,SF-E,1600,13,Egress10,1000.0
322.0,chain10,Ingress10,15,15,SF-B,1233,7,SF-E,1400,11,Egress10,1000.0
323.0,chain10,Ingress10,15,15,SF-B,1221,7,SF-E,1400,11,Egress10,1000.0
324.0,chain10,Ingress10,13,13,SF-B,1111,6,SF-E,1200,10,Egress10,1000.0
325.0,chain10,Ingress10,16,16,SF-B,1330,8,SF-E,1600,13,Egress10,1000.0
326.0,chain10,Ingress10,14,14,SF-B,1139,7,SF-E,1400,11,Egress10,1000.0
327.0,chain10,Ingress10,17,17,SF-B,1387,8,SF-E,1600,13,Egress10,1000.0
328.0,chain10,Ingress10,16,16,SF-B,1324,8,SF-E,1600,13,Egress10,1000.0
329.0,chain10,Ingress10,16,16,SF-B,1290,8,SF-E,1600,13,Egress10,1000.0
330.0,chain10,Ingress10,13,13,SF-B,1052,6,SF-E,1200,10,Egress10,1000.0
331.0,chain10,Ingress10,12,12,SF-B,1032,6,SF-E,1200,10,Egress10,1000.0
332.0,chain10,Ingress10,14,14,SF-B,1178,7,SF-E,1400,11,Egress10,1000.0
333.0,chain10,Ingress10,12,12,SF-B,1007,6,SF-E,1200,10,Egress10,1000.0
334.0,chain10,Ingress10,15,15,SF-B,1235,7,SF-E,1400,11,Egress10,1000.0
335.0,chain10,Ingress10,16,16,SF-B,1351,8,SF-E,1600,13,Egress10,1000.0
336.0,chain10,Ingress10,16,16,SF-B,1321,8,SF-E,1600,13,Egress10,1000.0
337.0,chain10,Ingress10,13,13,SF-B,1069,6,SF-E,1200,10,Egress10,1000.0
338.0,chain10,Ingress10,15,15,SF-B,1227,7,SF-E,1400,11,Egress10,1000.0
339.0,chain10,Ingress10,14,14,SF-B,1155,7,SF-E,1400,11,Egress10,1000.0
340.0,chain10,Ingress10,15,15,SF-B,1213,7,SF-E,1400,11,Egress10,1000.0
341.0,chain10,Ingress10,15,15,SF-B,1236,7,SF-E,1400,11,Egress10,1000.0
342.0,chain10,Ingress10,13,13,SF-B,1076,6,SF-E,1200,10,Egress10,1000.0
343.0,chain10,Ingress10,15,15,SF-B,1263,7,SF-E,1400,11,Egress10,1000.0
344.0,chain10,Ingress10,12,12,SF-B,1035,6,SF-E,1200,10,Egress10,1000.0
345.0,chain10,Ingress10,15,15,SF-B,1246,7,SF-E,1400,11,Egress10,1000.0
346.0,chain10,Ingress10,17,17,SF-B,1380,8,SF-E,1600,13,Egress10,1000.0
347.0,chain10,Ingress10,13,13,SF-B,1105,6,SF-E,1200,10,Egress10,1000.0
348.0,chain10,Ingress10,15,15,SF-B,1231,7,SF-E,1400,11,Egress10,1000.0
349.0,chain10,Ingress10,16,16,SF-B,1288,8,SF-E,1600,13,Egress10,1000.0
350.0,chain10,Ingress10,17,17,SF-B,1390,8,SF-E,1600,13,Egress10,1000.0
351.0,chain10,Ingress10,12,12,SF-B,1035,6,SF-E,1200,10,Egress10,1000.0
352.0,chain10,Ingress10,17,17,SF-B,1393,8,SF-E,1600,13,Egress10,1000.0
353.0,chain10,Ingress10,12,12,SF-B,999,6,SF-E,1200,10,Egress10,1000.0
354.0,chain10,Ingress10,17,17,SF-B,1428,8,SF-E,1600,13,Egress10,1000.0
355.0,chain10,Ingress10,17,17,SF-B,1395,8,SF-E,1600,13,Egress10,1000.0
356.0,chain10,Ingress10,12,12,SF-B,1030,6,SF-E,1200,10,Egress10,1000.0
357.0,chain10,Ingress10,14,14,SF-B,1190,7,SF-E,1400,11,Egress10,1000.0
358.0,chain10,Ingress10,14,14,SF-B,1137,7,SF-E,1400,11,Egress10,1000.0
359.0,chain10,Ingress10,14,14,SF-B,1143,7,SF-E,1400,11,Egress10,1000.0
360.0,chain10,Ingress10,13,13,SF-B,1091,6,SF-E,1200,10,Egress10,1000.0
361.0,chain10,Ingress10,15,15,SF-B,1246,7,SF-E,1400,11,Egress10,1000.0
362.0,chain10,Ingress10,14,14,SF-B,1179,7,SF-E,1400,11,Egress10,1000.0
363.0,chain10,Ingress10,13,13,SF-B,1118,6,SF-E,1200,10,Egress10,1000.0
364.0,chain10,Ingress10,15,15,SF-B,1223,7,SF-E,1400,11,Egress10,1000.0
365.0,chain10,Ingress10,14,14,SF-B,1158,7,SF-E,1400,11,Egress10,1000.0
366.0,chain10,Ingress10,12,12,SF-B,1013,6,SF-E,1200,10,Egress10,1000.0
367.0,chain10,Ingress10,14,14,SF-B,1155,7,SF-E,1400,11,Egress10,1000.0
368.0,chain10,Ingress10,15,15,SF-B,1243,7,SF-E,1400,11,Egress10,1000.0
369.0,chain10,Ingress10,16,16,SF-B,1328,8,SF-E,1600,13,Egress10,1000.0
370.0,chain10,Ingress10,16,16,SF-B,1302,8,SF-E,1600,13,Egress10,1000.0
371.0,chain10,Ingress10,17,17,SF-B,1430,8,SF-E,1600,13,Egress10,1000.0
372.0,chain10,Ingress10,15,15,SF-B,1273,7,SF-E,1400,11,Egress10,1000.0
373.0,chain10,Ingress10,15,15,SF-B,1266,7,SF-E,1400,11,Egress10,1000.0
374.0,chain10,Ingress10,15,15,SF-B,1258,7,SF-E,1400,11,Egress10,1000.0
375.0,chain10,Ingress10,14,14,SF-B,1139,7,SF-E,1400,11,Egress10,1000.0
376.0,chain10,Ingress10,12,12,SF-B,1031,6,SF-E,1200,10,Egress10,1000.0
377.0,chain10,Ingress10,15,15,SF-B,1257,7,SF-E,1400,11,Egress10,1000.0
378.0,chain10,Ingress10,13,13,SF-B,1096,6,SF-E,1200,10,Egress10,1000.0
379.0,chain10,Ingress10,14,14,SF-B,1150,7,SF-E,1400,11,Egress10,1000.0
380.0,chain10,Ingress10,17,17,SF-B,1405,8,SF-E,1600,13,Egress10,1000.0
381.0,chain10,Ingress10,14,14,SF-B,1184,7,SF-E,1400,11,Egress10,1000.0
382.0,chain10,Ingress10,16,16,SF-B,1359,8,SF-E,1600,13,Egress10,1000.0
383.0,chain10,Ingress10,13,13,SF-B,1080,6,SF-E,1200,10,Egress10,1000.0
384.0,chain10,Ingress10,14,14,SF-B,1199,7,SF-E,1400,11,Egress10,1000.0
385.0,chain10,Ingress10,17,17,SF-B,1371,8,SF-E,1600,13,Egress10,1000.0
386.0,chain10,Ingress10,12,12,SF-B,979,6,SF-E,1200,10,Egress10,1000.0
387.0,chain10,Ingress10,12,12,SF-B,1011,6,SF-E,1200,10,Egress10,1000.0
388.0,chain10,Ingress10,17,17,SF-B,1399,8,SF-E,1600,13,Egress10,1000.0
389.0,chain10,Ingress10,17,17,SF-B,1420,8,SF-E,1600,13,Egress10,1000.0
390.0,chain10,Ingress10,17,17,SF-B,1427,8,SF-E,1600,13,Egress10,1000.0
391.0,chain10,Ingress10,17,17,SF-B,1416,8,SF-E,1600,13,Egress10,1000.0
392.0,chain10,Ingress10,15,15,SF-B,1214,7,SF-E,1400,11,Egress10,1000.0
393.0,chain10,Ingress10,16,16,SF-B,1350,8,SF-E,1600,13,Egress10,1000.0
394.0,chain10,Ingress10,15,15,SF-B,1276,7,SF-E,1400,11,Egress10,1000.0
395.0,chain10,Ingress10,17,17,SF-B,1433,8,SF-E,1600,13,Egress10,1000.0
396.0,chain10,Ingress10,16,16,SF-B,1309,8,SF-E,1600,13,Egress10,1000.0
397.0,chain10,Ingress10,13,13,SF-B,1098,6,SF-E,1200,10,Egress10,1000.0
398.0,chain10,Ingress10,13,13,SF-B,1083,6,SF-E,1200,10,Egress10,1000.0
399.0,chain10,Ingress10,16,16,SF-B,1338,8,SF-E,1600,13,Egress10,1000.0
400.0,chain10,Ingress10,16,16,SF-B,1287,8,SF-E,1600,13,Egress10,1000.0
401.0,chain10,Ingress10,16,16,SF-B,1352,8,SF-E,1600,13,Egress10,1000.0
402.0,chain10,Ingress10,16,16,SF-B,1333,8,SF-E,1600,13,Egress10,1000.0
403.0,chain10,Ingress10,14,14,SF-B,1121,7,SF-E,1400,11,Egress10,1000.0
404.0,chain10,Ingress10,17,17,SF-B,1433,8,SF-E,1600,13,Egress10,1000.0
405.0,chain10,Ingress10,13,13,SF-B,1112,6,SF-E,1200,10,Egress10,1000.0
406.0,chain10,Ingress10,16,16,SF-B,1342,8,SF-E,1600,13,Egress10,1000.0
407.0,chain10,Ingress10,15,15,SF-B,1205,7,SF-E,1400,11,Egress10,1000.0
408.0,chain10,Ingress10,15,15,SF-B,1247,7,SF-E,1400,11,Egress10,1000.0
409.0,chain10,Ingress10,14,14,SF-B,1176,7,SF-E,1400,11,Egress10,1000.0
410.0,chain10,Ingress10,17,17,SF-B,1427,8,SF-E,1600,13,Egress10,1000.0
411.0,chain10,Ingress10,15,15,SF-B,1246,7,SF-E,1400,11,Egress10,1000.0
412.0,chain10,Ingress10,17,17,SF-B,1428,8,SF-E,1600,13,Egress10,1000.0
413.0,chain10,Ingress10,13,13,SF-B,1073,6,SF-E,1200,10,Egress10,1000.0
414.0,chain10,Ingress10,13,13,SF-B,1111,6,SF-E,1200,10,Egress10,1000.0
415.0,chain10,Ingress10,12,12,SF-B,1017,6,SF-E,1200,10,Egress10,1000.0
416.0,chain10,Ingress10,12,12,SF-B,1016,6,SF-E,1200,10,Egress10,1000.0
417.0,chain10,Ingress10,14,14,SF-B,1181,7,SF-E,1400,11,Egress10,1000.0
418.0,chain10,Ingress10,13,13,SF-B,1109,6,SF-E,1200,10,Egress10,1000.0
419.0,chain10,Ingress10,16,16,SF-B,1310,8,SF-E,1600,13,Egress10,1000.0
420.0,chain10,Ingress10,14,14,SF-B,1158,7,SF-E,1400,11,Egress10,1000.0
421.0,chain10,Ingress10,15,15,SF-B,1271,7,SF-E,1400,11,Egress10,1000.0
422.0,chain10,Ingress10,12,12,SF-B,974,6,SF-E,1200,10,Egress10,1000.0
423.0,chain10,Ingress10,16,16,SF-B,1349,8,SF-E,1600,13,Egress10,1000.0
424.0,chain10,Ingress10,13,13,SF-B,1071,6,SF-E,1200,10,Egress10,1000.0
425.0,chain10,Ingress10,16,16,SF-B,1313,8,SF-E,1600,13,Egress10,1000.0
426.0,chain10,Ingress10,17,17,SF-B,1368,8,SF-E,1600,13,Egress10,1000.0
427.0,chain10,Ingress10,13,13,SF-B,1047,6,SF-E,1200,10,Egress10,1000.0
428.0,chain10,Ingress10,17,17,SF-B,1363,8,SF-E,1600,13,Egress10,1000.0
429.0,chain10,Ingress10,13,13,SF-B,1092,6,SF-E,1200,10,Egress10,1000.0
430.0,chain10,Ingress10,15,15,SF-B,1264,7,SF-E,1400,11,Egress10,1000.0
431.0,chain10,Ingress10,17,17,SF-B,1414,8,SF-E,1600,13,Egress10,1000.0
432.0,chain10,Ingress10,16,16,SF-B,1358,8,SF-E,1600,13,Egress10,1000.0
433.0,chain10,Ingress10,13,13,SF-B,1090,6,SF-E,1200,10,Egress10,1000.0
434.0,chain10,Ingress10,15,15,SF-B,1216,7,SF-E,1400,11,Egress10,1000.0
435.0,chain10,Ingress10,14,14,SF-B,1141,7,SF-E,1400,11,Egress10,1000.0
436.0,chain10,Ingress10,13,13,SF-B,1051,6,SF-E,1200,10,Egress10,1000.0
437.0,chain10,Ingress10,17,17,SF-B,1431,8,SF-E,1600,13,Egress10,1000.0
438.0,chain10,Ingress10,15,15,SF-B,1261,7,SF-E,1400,11,Egress10,1000.0
439.0,chain10,Ingress10,15,15,SF-B,1254,7,SF-E,1400,11,Egress10,1000.0
440.0,chain10,Ingress10,13,13,SF-B,1111,6,SF-E,1200,10,Egress10,1000.0
441.0,chain10,Ingress10,16,16,SF-B,1294,8,SF-E,1600,13,Egress10,1000.0
442.0,chain10,Ingress10,15,15,SF-B,1236,7,SF-E,1400,11,Egress10,1000.0
443.0,chain10,Ingress10,15,15,SF-B,1228,7,SF-E,1400,11,Egress10,1000.0
444.0,chain10,Ingress10,14,14,SF-B,1187,7,SF-E,1400,11,Egress10,1000.0
445.0,chain10,Ingress10,16,16,SF-B,1285,8,SF-E,1600,13,Egress10,1000.0
446.0,chain10,Ingress10,14,14,SF-B,1180,7,SF-E,1400,11,Egress10,1000.0
447.0,chain10,Ingress10,13,13,SF-B,1099,6,SF-E,1200,10,Egress10,1000.0
448.0,chain10,Ingress10,17,17,SF-B,1413,8,SF-E,1600,13,Egress10,1000.0
449.0,chain10,Ingress10,12,12,SF-B,960,6,SF-E,1200,10,Egress10,1000.0
450.0,chain10,Ingress10,15,15,SF-B,1252,7,SF-E,1400,11,Egress10,1000.0
451.0,chain10,Ingress10,12,12,SF-B,1024,6,SF-E,1200,10,Egress10,1000.0
452.0,chain10,Ingress10,17,17,SF-B,1394,8,SF-E,1600,13,Egress10,1000.0
453.0,chain10,Ingress10,16,16,SF-B,1296,8,SF-E,1600,13,Egress10,1000.0
454.0,chain10,Ingress10,16,16,SF-B,1321,8,SF-E,1600,13,Egress10,1000.0
455.0,chain10,Ingress10,13,13,SF-B,1090,6,SF-E,1200,10,Egress10,1000.0
456.0,chain10,Ingress10,17,17,SF-B,1419,8,SF-E,1600,13,Egress10,1000.0
457.0,chain10,Ingress10,16,16,SF-B,1285,8,SF-E,1600,13,Egress10,1000.0
458.0,chain10,Ingress10,14,14,SF-B,1198,7,SF-E,1400,11,Egress10,1000.0
459.0,chain10,Ingress10,14,14,SF-B,1125,7,SF-E,1400,11,Egress10,1000.0
460.0,chain10,Ingress10,12,12,SF-B,989,6,SF-E,1200,10,Egress10,1000.0
461.0,chain10,Ingress10,13,13,SF-B,1060,6,SF-E,1200,10,Egress10,1000.0
462.0,chain10,Ingress10,14,14,SF-B,1139,7,SF-E,1400,11,Egress10,1000.0
463.0,chain10,Ingress10,15,15,SF-B,1219,7,SF-E,1400,11,Egress10,1000.0
464.0,chain10,Ingress10,14,14,SF-B,1130,7,SF-E,1400,11,Egress10,1000.0
465.0,chain10,Ingress10,14,14,SF-B,1141,7,SF-E,1400,11,Egress10,1000.0
466.0,chain10,Ingress10,14,14,SF-B,1191,7,SF-E,1400,11,Egress10,1000.0
467.0,chain10,Ingress10,12,12,SF-B,998,6,SF-E,1200,10,Egress10,1000.0
468.0,chain10,Ingress10,15,15,SF-B,1239,7,SF-E,1400,11,Egress10,1000.0
469.0,chain10,Ingress10,13,13,SF-B,1060,6,SF-E,1200,10,Egress10,1000.0
470.0,chain10,Ingress10,12,12,SF-B,1039,6,SF-E,1200,10,Egress10,1000.0
471.0,chain10,Ingress10,17,17,SF-B,1387,8,SF-E,1600,13,Egress10,1000.0
472.0,chain10,Ingress10,12,12,SF-B,979,6,SF-E,1200,10,Egress10,1000.0
473.0,chain10,Ingress10,13,13,SF-B,1060,6,SF-E,1200,10,Egress10,1000.0
474.0,chain10,Ingress10,15,15,SF-B,1259,7,SF-E,1400,11,Egress10,1000.0
475.0,chain10,Ingress10,13,13,SF-B,1045,6,SF-E,1200,10,Egress10,1000.0
476.0,chain10,Ingress10,12,12,SF-B,979,6,SF-E,1200,10,Egress10,1000.0
477.0,chain10,Ingress10,14,14,SF-B,1138,7,SF-E,1400,11,Egress10,1000.0
478.0,chain10,Ingress10,16,16,SF-B,1312,8,SF-E,1600,13,Egress10,1000.0
479.0,chain10,Ingress10,17,17,SF-B,1364,8,SF-E,1600,13,Egress10,1000.0
480.0,chain10,Ingress10,13,13,SF-B,1072,6,SF-E,1200,10,Egress10,1000.0
481.0,chain10,Ingress10,15,15,SF-B,1200,7,SF-E,1400,11,Egress10,1000.0
482.0,chain10,Ingress10,12,12,SF-B,1022,6,SF-E,1200,10,Egress10,1000.0
483.0,chain10,Ingress10,14,14,SF-B,1171,7,SF-E,1400,11,Egress10,1000.0
484.0,chain10,Ingress10,16,16,SF-B,1311,8,SF-E,1600,13,Egress10,1000.0
485.0,chain10,Ingress10,16,16,SF-B,1301,8,SF-E,1600,13,Egress10,1000.0
486.0,chain10,Ingress10,15,15,SF-B,1262,7,SF-E,1400,11,Egress10,1000.0
487.0,chain10,Ingress10,12,12,SF-B,1018,6,SF-E,1200,10,Egress10,1000.0
488.0,chain10,Ingress10,12,12,SF-B,985,6,SF-E,1200,10,Egress10,1000.0
489.0,chain10,Ingress10,14,14,SF-B,1161,7,SF-E,1400,11,Egress10,1000.0
490.0,chain10,Ingress10,14,14,SF-B,1133,7,SF-E,1400,11,Egress10,1000.0
491.0,chain10,Ingress10,12,12,SF-B,989,6,SF-E,1200,10,Egress10,1000.0
492.0,chain10,Ingress10,16,16,SF-B,1329,8,SF-E,1600,13,Egress10,1000.0
493.0,chain10,Ingress10,15,15,SF-B,1207,7,SF-E,1400,11,Egress10,1000.0
494.0,chain10,Ingress10,13,13,SF-B,1083,6,SF-E,1200,10,Egress10,1000.0
495.0,chain10,Ingress10,13,13,SF-B,1108,6,SF-E,1200,10,Egress10,1000.0
496.0,chain10,Ingress10,17,17,SF-B,1426,8,SF-E,1600,13,Egress10,1000.0
497.0,chain10,Ingress10,14,14,SF-B,1158,7,SF-E,1400,11,Egress10,1000.0
498.0,chain10,Ingress10,14,14,SF-B,1121,7,SF-E,1400,11,Egress10,1000.0
499.0,chain10,Ingress10,17,17,SF-B,1428,8,SF-E,1600,13,Egress10,1000.0
500.0,chain10,Ingress10,16,16,SF-B,1326,8,SF-E,1600,13,Egress10,1000.0
