time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),VM3,cloudlet.3(MI),Transmission4(MB),Egress,latency_demand(s)
241.0,chain14,Ingress14,9,9,SF-C,1446,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
242.0,chain14,Ingress14,11,11,SF-C,1785,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
243.0,chain14,Ingress14,9,9,SF-C,1403,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
244.0,chain14,Ingress14,9,9,SF-C,1358,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
245.0,chain14,Ingress14,9,9,SF-C,1369,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
246.0,chain14,Ingress14,9,9,SF-C,1400,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
247.0,chain14,Ingress14,8,8,SF-C,1321,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
248.0,chain14,Ingress14,10,10,SF-C,1635,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
249.0,chain14,Ingress14,9,9,SF-C,1398,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
250.0,chain14,Ingress14,9,9,SF-C,1424,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
251.0,chain14,Ingress14,8,8,SF-C,1274,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
252.0,chain14,Ingress14,11,11,SF-C,1739,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
253.0,chain14,Ingress14,11,11,SF-C,1665,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
254.0,chain14,Ingress14,9,9,SF-C,1419,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
255.0,chain14,Ingress14,11,11,SF-C,1702,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
256.0,chain14,Ingress14,10,10,SF-C,1517,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
257.0,chain14,Ingress14,8,8,SF-C,1271,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
258.0,chain14,Ingress14,11,11,SF-C,1703,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
259.0,chain14,Ingress14,9,9,SF-C,1371,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
260.0,chain14,Ingress14,11,11,SF-C,1701,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
261.0,chain14,Ingress14,9,9,SF-C,1402,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
262.0,chain14,Ingress14,10,10,SF-C,1568,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
263.0,chain14,Ingress14,11,11,SF-C,1760,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
264.0,chain14,Ingress14,10,10,SF-C,1558,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
265.0,chain14,Ingress14,10,10,SF-C,1562,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
266.0,chain14,Ingress14,8,8,SF-C,1289,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
267.0,chain14,Ingress14,9,9,SF-C,1397,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
268.0,chain14,Ingress14,11,11,SF-C,1761,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
269.0,chain14,Ingress14,9,9,SF-C,1387,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
270.0,chain14,Ingress14,8,8,SF-C,1316,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
271.0,chain14,Ingress14,8,8,SF-C,1339,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
272.0,chain14,Ingress14,9,9,SF-C,1463,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
273.0,chain14,Ingress14,10,10,SF-C,1515,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
274.0,chain14,Ingress14,8,8,SF-C,1300,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
275.0,chain14,Ingress14,8,8,SF-C,1286,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
276.0,chain14,Ingress14,9,9,SF-C,1390,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
277.0,chain14,Ingress14,10,10,SF-C,1561,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
278.0,chain14,Ingress14,11,11,SF-C,1701,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
279.0,chain14,Ingress14,9,9,SF-C,1392,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
280.0,chain14,Ingress14,11,11,SF-C,1687,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
281.0,chain14,Ingress14,11,11,SF-C,1657,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
282.0,chain14,Ingress14,9,9,SF-C,1452,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
283.0,chain14,Ingress14,8,8,SF-C,1235,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
284.0,chain14,Ingress14,11,11,SF-C,1661,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
285.0,chain14,Ingress14,8,8,SF-C,1307,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
286.0,chain14,Ingress14,11,11,SF-C,1795,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
287.0,chain14,Ingress14,11,11,SF-C,1732,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
288.0,chain14,Ingress14,10,10,SF-C,1548,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
289.0,chain14,Ingress14,8,8,SF-C,1301,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
290.0,chain14,Ingress14,10,10,SF-C,1556,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
291.0,chain14,Ingress14,10,10,SF-C,1623,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
292.0,chain14,Ingress14,8,8,SF-C,1310,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
293.0,chain14,Ingress14,9,9,SF-C,1490,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
294.0,chain14,Ingress14,9,9,SF-C,1352,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
295.0,chain14,Ingress14,11,11,SF-C,1657,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
296.0,chain14,Ingress14,10,10,SF-C,1537,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
297.0,chain14,Ingress14,9,9,SF-C,1366,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
298.0,chain14,Ingress14,8,8,SF-C,1313,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
299.0,chain14,Ingress14,10,10,SF-C,1563,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
300.0,chain14,Ingress14,10,10,SF-C,1613,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
301.0,chain14,Ingress14,8,8,SF-C,1344,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
302.0,chain14,Ingress14,10,10,SF-C,1613,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
303.0,chain14,Ingress14,8,8,SF-C,1248,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
304.0,chain14,Ingress14,11,11,SF-C,1706,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
305.0,chain14,Ingress14,8,8,SF-C,1284,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
306.0,chain14,Ingress14,9,9,SF-C,1469,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
307.0,chain14,Ingress14,11,11,SF-C,1769,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
308.0,chain14,Ingress14,9,9,SF-C,1462,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
309.0,chain14,Ingress14,8,8,SF-C,1216,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
310.0,chain14,Ingress14,11,11,SF-C,1769,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
311.0,chain14,Ingress14,8,8,SF-C,1321,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
312.0,chain14,Ingress14,8,8,SF-C,1348,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
313.0,chain14,Ingress14,9,9,SF-C,1397,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
314.0,chain14,Ingress14,9,9,SF-C,1427,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
315.0,chain14,Ingress14,8,8,SF-C,1265,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
316.0,chain14,Ingress14,11,11,SF-C,1793,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
317.0,chain14,Ingress14,8,8,SF-C,1301,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
318.0,chain14,Ingress14,10,10,SF-C,1567,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
319.0,chain14,Ingress14,11,11,SF-C,1658,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
320.0,chain14,Ingress14,9,9,SF-C,1354,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
321.0,chain14,Ingress14,10,10,SF-C,1646,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
322.0,chain14,Ingress14,9,9,SF-C,1468,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
323.0,chain14,Ingress14,10,10,SF-C,1578,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
324.0,chain14,Ingress14,11,11,SF-C,1770,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
325.0,chain14,Ingress14,8,8,SF-C,1223,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
326.0,chain14,Ingress14,10,10,SF-C,1584,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
327.0,chain14,Ingress14,10,10,SF-C,1628,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
328.0,chain14,Ingress14,10,10,SF-C,1633,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
329.0,chain14,Ingress14,11,11,SF-C,1725,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
330.0,chain14,Ingress14,11,11,SF-C,1704,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
331.0,chain14,Ingress14,10,10,SF-C,1552,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
332.0,chain14,Ingress14,8,8,SF-C,1296,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
333.0,chain14,Ingress14,10,10,SF-C,1559,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
334.0,chain14,Ingress14,9,9,SF-C,1390,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
335.0,chain14,Ingress14,9,9,SF-C,1389,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
336.0,chain14,Ingress14,9,9,SF-C,1438,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
337.0,chain14,Ingress14,10,10,SF-C,1510,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
338.0,chain14,Ingress14,8,8,SF-C,1331,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
339.0,chain14,Ingress14,9,9,SF-C,1394,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
340.0,chain14,Ingress14,10,10,SF-C,1508,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
341.0,chain14,Ingress14,8,8,SF-C,1237,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
342.0,chain14,Ingress14,11,11,SF-C,1727,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
343.0,chain14,Ingress14,10,10,SF-C,1515,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
344.0,chain14,Ingress14,10,10,SF-C,1600,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
345.0,chain14,Ingress14,10,10,SF-C,1577,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
346.0,chain14,Ingress14,11,11,SF-C,1675,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
347.0,chain14,Ingress14,11,11,SF-C,1680,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
348.0,chain14,Ingress14,10,10,SF-C,1600,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
349.0,chain14,Ingress14,9,9,SF-C,1392,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
350.0,chain14,Ingress14,9,9,SF-C,1463,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
351.0,chain14,Ingress14,11,11,SF-C,1770,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
352.0,chain14,Ingress14,11,11,SF-C,1696,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
353.0,chain14,Ingress14,9,9,SF-C,1439,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
354.0,chain14,Ingress14,10,10,SF-C,1567,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
355.0,chain14,Ingress14,10,10,SF-C,1508,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
356.0,chain14,Ingress14,9,9,SF-C,1397,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
357.0,chain14,Ingress14,10,10,SF-C,1647,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
358.0,chain14,Ingress14,9,9,SF-C,1413,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
359.0,chain14,Ingress14,8,8,SF-C,1333,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
360.0,chain14,Ingress14,10,10,SF-C,1610,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
361.0,chain14,Ingress14,11,11,SF-C,1791,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
362.0,chain14,Ingress14,11,11,SF-C,1795,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
363.0,chain14,Ingress14,8,8,SF-C,1262,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
364.0,chain14,Ingress14,11,11,SF-C,1762,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
365.0,chain14,Ingress14,10,10,SF-C,1597,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
366.0,chain14,Ingress14,11,11,SF-C,1685,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
367.0,chain14,Ingress14,10,10,SF-C,1599,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
368.0,chain14,Ingress14,9,9,SF-C,1463,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
369.0,chain14,Ingress14,11,11,SF-C,1759,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
370.0,chain14,Ingress14,8,8,SF-C,1319,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
371.0,chain14,Ingress14,8,8,SF-C,1321,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
372.0,chain14,Ingress14,10,10,SF-C,1578,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
373.0,chain14,Ingress14,9,9,SF-C,1409,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
374.0,chain14,Ingress14,11,11,SF-C,1728,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
375.0,chain14,Ingress14,11,11,SF-C,1737,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
376.0,chain14,Ingress14,10,10,SF-C,1582,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
377.0,chain14,Ingress14,10,10,SF-C,1583,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
378.0,chain14,Ingress14,11,11,SF-C,1703,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
379.0,chain14,Ingress14,9,9,SF-C,1431,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
380.0,chain14,Ingress14,10,10,SF-C,1649,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
381.0,chain14,Ingress14,8,8,SF-C,1323,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
382.0,chain14,Ingress14,11,11,SF-C,1782,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
383.0,chain14,Ingress14,9,9,SF-C,1492,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
384.0,chain14,Ingress14,8,8,SF-C,1244,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
385.0,chain14,Ingress14,9,9,SF-C,1365,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
386.0,chain14,Ingress14,8,8,SF-C,1218,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
387.0,chain14,Ingress14,9,9,SF-C,1443,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
388.0,chain14,Ingress14,8,8,SF-C,1263,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
389.0,chain14,Ingress14,9,9,SF-C,1399,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
390.0,chain14,Ingress14,11,11,SF-C,1703,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
391.0,chain14,Ingress14,9,9,SF-C,1388,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
392.0,chain14,Ingress14,10,10,SF-C,1647,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
393.0,chain14,Ingress14,8,8,SF-C,1331,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
394.0,chain14,Ingress14,11,11,SF-C,1761,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
395.0,chain14,Ingress14,9,9,SF-C,1359,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
396.0,chain14,Ingress14,11,11,SF-C,1779,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
397.0,chain14,Ingress14,8,8,SF-C,1316,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
398.0,chain14,Ingress14,8,8,SF-C,1237,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
399.0,chain14,Ingress14,11,11,SF-C,1655,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
400.0,chain14,Ingress14,11,11,SF-C,1739,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
401.0,chain14,Ingress14,10,10,SF-C,1647,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
402.0,chain14,Ingress14,8,8,SF-C,1337,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
403.0,chain14,Ingress14,8,8,SF-C,1245,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
404.0,chain14,Ingress14,9,9,SF-C,1420,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
405.0,chain14,Ingress14,10,10,SF-C,1602,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
406.0,chain14,Ingress14,10,10,SF-C,1502,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
407.0,chain14,Ingress14,9,9,SF-C,1425,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
408.0,chain14,Ingress14,10,10,SF-C,1558,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
409.0,chain14,Ingress14,11,11,SF-C,1778,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
410.0,chain14,Ingress14,11,11,SF-C,1774,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
411.0,chain14,Ingress14,11,11,SF-C,1694,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
412.0,chain14,Ingress14,9,9,SF-C,1422,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
413.0,chain14,Ingress14,8,8,SF-C,1282,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
414.0,chain14,Ingress14,10,10,SF-C,1520,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
415.0,chain14,Ingress14,8,8,SF-C,1229,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
416.0,chain14,Ingress14,11,11,SF-C,1667,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
417.0,chain14,Ingress14,10,10,SF-C,1613,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
418.0,chain14,Ingress14,11,11,SF-C,1696,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
419.0,chain14,Ingress14,9,9,SF-C,1391,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
420.0,chain14,Ingress14,11,11,SF-C,1675,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
421.0,chain14,Ingress14,10,10,SF-C,1598,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
422.0,chain14,Ingress14,10,10,SF-C,1627,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
423.0,chain14,Ingress14,8,8,SF-C,1275,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
424.0,chain14,Ingress14,8,8,SF-C,1287,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
425.0,chain14,Ingress14,9,9,SF-C,1443,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
426.0,chain14,Ingress14,10,10,SF-C,1575,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
427.0,chain14,Ingress14,9,9,SF-C,1407,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
428.0,chain14,Ingress14,8,8,SF-C,1203,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
429.0,chain14,Ingress14,9,9,SF-C,1360,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
430.0,chain14,Ingress14,9,9,SF-C,1441,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
431.0,chain14,Ingress14,9,9,SF-C,1456,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
432.0,chain14,Ingress14,9,9,SF-C,1462,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
433.0,chain14,Ingress14,9,9,SF-C,1395,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
434.0,chain14,Ingress14,10,10,SF-C,1507,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
435.0,chain14,Ingress14,11,11,SF-C,1655,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
436.0,chain14,Ingress14,10,10,SF-C,1620,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
437.0,chain14,Ingress14,10,10,SF-C,1571,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
438.0,chain14,Ingress14,9,9,SF-C,1489,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
439.0,chain14,Ingress14,9,9,SF-C,1377,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
440.0,chain14,Ingress14,10,10,SF-C,1546,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
441.0,chain14,Ingress14,9,9,SF-C,1469,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
442.0,chain14,Ingress14,10,10,SF-C,1509,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
443.0,chain14,Ingress14,10,10,SF-C,1599,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
444.0,chain14,Ingress14,10,10,SF-C,1637,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
445.0,chain14,Ingress14,9,9,SF-C,1476,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
446.0,chain14,Ingress14,8,8,SF-C,1227,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
447.0,chain14,Ingress14,11,11,SF-C,1727,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
448.0,chain14,Ingress14,10,10,SF-C,1645,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
449.0,chain14,Ingress14,10,10,SF-C,1626,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
450.0,chain14,Ingress14,10,10,SF-C,1518,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
451.0,chain14,Ingress14,11,11,SF-C,1763,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
452.0,chain14,Ingress14,10,10,SF-C,1640,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
453.0,chain14,Ingress14,8,8,SF-C,1301,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
454.0,chain14,Ingress14,10,10,SF-C,1540,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
455.0,chain14,Ingress14,10,10,SF-C,1536,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
456.0,chain14,Ingress14,8,8,SF-C,1216,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
457.0,chain14,Ingress14,10,10,SF-C,1634,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
458.0,chain14,Ingress14,10,10,SF-C,1564,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
459.0,chain14,Ingress14,11,11,SF-C,1720,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
460.0,chain14,Ingress14,8,8,SF-C,1217,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
461.0,chain14,Ingress14,9,9,SF-C,1412,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
462.0,chain14,Ingress14,10,10,SF-C,1578,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
463.0,chain14,Ingress14,10,10,SF-C,1576,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
464.0,chain14,Ingress14,10,10,SF-C,1572,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
465.0,chain14,Ingress14,11,11,SF-C,1793,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
466.0,chain14,Ingress14,8,8,SF-C,1233,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
467.0,chain14,Ingress14,10,10,SF-C,1596,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
468.0,chain14,Ingress14,10,10,SF-C,1512,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
469.0,chain14,Ingress14,9,9,SF-C,1374,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
470.0,chain14,Ingress14,11,11,SF-C,1794,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
471.0,chain14,Ingress14,10,10,SF-C,1505,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
472.0,chain14,Ingress14,9,9,SF-C,1430,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
473.0,chain14,Ingress14,10,10,SF-C,1638,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
474.0,chain14,Ingress14,8,8,SF-C,1323,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
475.0,chain14,Ingress14,10,10,SF-C,1568,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
476.0,chain14,Ingress14,9,9,SF-C,1475,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
477.0,chain14,Ingress14,8,8,SF-C,1236,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
478.0,chain14,Ingress14,9,9,SF-C,1422,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
479.0,chain14,Ingress14,8,8,SF-C,1280,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
480.0,chain14,Ingress14,10,10,SF-C,1554,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
481.0,chain14,Ingress14,11,11,SF-C,1673,7,SF-D,700,14,SF-E,2800,23,Egress14,1000.0
482.0,chain14,Ingress14,9,9,SF-C,1385,6,SF-D,600,12,SF-E,2400,20,Egress14,1000.0
483.0,chain14,Ingress14,8,8,SF-C,1262,5,SF-D,500,10,SF-E,2000,16,Egress14,1000.0
