time(s),target_sfc,Ingress,InitialRequestSize,Transmission1(MB),VM1,cloudlet.1(MI),Transmission2(MB),VM2,cloudlet.2(MI),Transmission3(MB),Egress,latency_demand(s)
287.0,chain12,Ingress12,10,10,SF-D,1045,20,SF-E,4000,33,Egress12,1000.0
288.0,chain12,Ingress12,15,15,SF-D,1517,30,SF-E,6000,50,Egress12,1000.0
289.0,chain12,Ingress12,11,11,SF-D,1175,23,SF-E,4600,38,Egress12,1000.0
290.0,chain12,Ingress12,13,13,SF-D,1309,26,SF-E,5200,43,Egress12,1000.0
291.0,chain12,Ingress12,11,11,SF-D,1122,22,SF-E,4400,36,Egress12,1000.0
292.0,chain12,Ingress12,14,14,SF-D,1475,29,SF-E,5800,48,Egress12,1000.0
293.0,chain12,Ingress12,13,13,SF-D,1306,26,SF-E,5200,43,Egress12,1000.0
294.0,chain12,Ingress12,10,10,SF-D,1085,21,SF-E,4200,35,Egress12,1000.0
295.0,chain12,Ingress12,14,14,SF-D,1469,29,SF-E,5800,48,Egress12,1000.0
296.0,chain12,Ingress12,11,11,SF-D,1181,23,SF-E,4600,38,Egress12,1000.0
297.0,chain12,Ingress12,15,15,SF-D,1530,30,SF-E,6000,50,Egress12,1000.0
298.0,chain12,Ingress12,14,14,SF-D,1442,28,SF-E,5600,46,Egress12,1000.0
299.0,chain12,Ingress12,14,14,SF-D,1475,29,SF-E,5800,48,Egress12,1000.0
300.0,chain12,Ingress12,11,11,SF-D,1161,23,SF-E,4600,38,Egress12,1000.0
301.0,chain12,Ingress12,11,11,SF-D,1191,23,SF-E,4600,38,Egress12,1000.0
302.0,chain12,Ingress12,13,13,SF-D,1329,26,SF-E,5200,43,Egress12,1000.0
303.0,chain12,Ingress12,14,14,SF-D,1469,29,SF-E,5800,48,Egress12,1000.0
304.0,chain12,Ingress12,10,10,SF-D,1042,20,SF-E,4000,33,Egress12,1000.0
305.0,chain12,Ingress12,13,13,SF-D,1348,26,SF-E,5200,43,Egress12,1000.0
306.0,chain12,Ingress12,11,11,SF-D,1135,22,SF-E,4400,36,Egress12,1000.0
307.0,chain12,Ingress12,12,12,SF-D,1249,24,SF-E,4800,40,Egress12,1000.0
308.0,chain12,Ingress12,10,10,SF-D,1096,21,SF-E,4200,35,Egress12,1000.0
309.0,chain12,Ingress12,14,14,SF-D,1491,29,SF-E,5800,48,Egress12,1000.0
310.0,chain12,Ingress12,13,13,SF-D,1337,26,SF-E,5200,43,Egress12,1000.0
311.0,chain12,Ingress12,12,12,SF-D,1236,24,SF-E,4800,40,Egress12,1000.0
312.0,chain12,Ingress12,15,15,SF-D,1542,30,SF-E,6000,50,Egress12,1000.0
313.0,chain12,Ingress12,14,14,SF-D,1461,29,SF-E,5800,48,Egress12,1000.0
314.0,chain12,Ingress12,12,12,SF-D,1271,25,SF-E,5000,41,Egress12,1000.0
315.0,chain12,Ingress12,14,14,SF-D,1433,28,SF-E,5600,46,Egress12,1000.0
316.0,chain12,Ingress12,12,12,SF-D,1259,25,SF-E,5000,41,Egress12,1000.0
317.0,chain12,Ingress12,12,12,SF-D,1295,25,SF-E,5000,41,Egress12,1000.0
318.0,chain12,Ingress12,12,12,SF-D,1288,25,SF-E,5000,41,Egress12,1000.0
319.0,chain12,Ingress12,14,14,SF-D,1499,29,SF-E,5800,48,Egress12,1000.0
320.0,chain12,Ingress12,13,13,SF-D,1324,26,SF-E,5200,43,Egress12,1000.0
321.0,chain12,Ingress12,10,10,SF-D,1055,21,SF-E,4200,35,Egress12,1000.0
322.0,chain12,Ingress12,14,14,SF-D,1439,28,SF-E,5600,46,Egress12,1000.0
323.0,chain12,Ingress12,12,12,SF-D,1284,25,SF-E,5000,41,Egress12,1000.0
324.0,chain12,Ingress12,15,15,SF-D,1530,30,SF-E,6000,50,Egress12,1000.0
325.0,chain12,Ingress12,10,10,SF-D,1099,21,SF-E,4200,35,Egress12,1000.0
326.0,chain12,Ingress12,11,11,SF-D,1189,23,SF-E,4600,38,Egress12,1000.0
327.0,chain12,Ingress12,14,14,SF-D,1418,28,SF-E,5600,46,Egress12,1000.0
328.0,chain12,Ingress12,11,11,SF-D,1138,22,SF-E,4400,36,Egress12,1000.0
329.0,chain12,Ingress12,13,13,SF-D,1312,26,SF-E,5200,43,Egress12,1000.0
330.0,chain12,Ingress12,13,13,SF-D,1375,27,SF-E,5400,45,Egress12,1000.0
331.0,chain12,Ingress12,12,12,SF-D,1241,24,SF-E,4800,40,Egress12,1000.0
332.0,chain12,Ingress12,13,13,SF-D,1343,26,SF-E,5200,43,Egress12,1000.0
333.0,chain12,Ingress12,11,11,SF-D,1125,22,SF-E,4400,36,Egress12,1000.0
334.0,chain12,Ingress12,13,13,SF-D,1367,27,SF-E,5400,45,Egress12,1000.0
335.0,chain12,Ingress12,14,14,SF-D,1496,29,SF-E,5800,48,Egress12,1000.0
336.0,chain12,Ingress12,11,11,SF-D,1109,22,SF-E,4400,36,Egress12,1000.0
337.0,chain12,Ingress12,13,13,SF-D,1342,26,SF-E,5200,43,Egress12,1000.0
338.0,chain12,Ingress12,13,13,SF-D,1358,27,SF-E,5400,45,Egress12,1000.0
339.0,chain12,Ingress12,15,15,SF-D,1527,30,SF-E,6000,50,Egress12,1000.0
340.0,chain12,Ingress12,14,14,SF-D,1495,29,SF-E,5800,48,Egress12,1000.0
341.0,chain12,Ingress12,14,14,SF-D,1421,28,SF-E,5600,46,Egress12,1000.0
342.0,chain12,Ingress12,11,11,SF-D,1193,23,SF-E,4600,38,Egress12,1000.0
343.0,chain12,Ingress12,12,12,SF-D,1234,24,SF-E,4800,40,Egress12,1000.0
344.0,chain12,Ingress12,11,11,SF-D,1178,23,SF-E,4600,38,Egress12,1000.0
345.0,chain12,Ingress12,12,12,SF-D,1265,25,SF-E,5000,41,Egress12,1000.0
346.0,chain12,Ingress12,12,12,SF-D,1200,24,SF-E,4800,40,Egress12,1000.0
347.0,chain12,Ingress12,12,12,SF-D,1209,24,SF-E,4800,40,Egress12,1000.0
348.0,chain12,Ingress12,11,11,SF-D,1136,22,SF-E,4400,36,Egress12,1000.0
349.0,chain12,Ingress12,14,14,SF-D,1487,29,SF-E,5800,48,Egress12,1000.0
350.0,chain12,Ingress12,14,14,SF-D,1420,28,SF-E,5600,46,Egress12,1000.0
351.0,chain12,Ingress12,10,10,SF-D,1097,21,SF-E,4200,35,Egress12,1000.0
352.0,chain12,Ingress12,15,15,SF-D,1543,30,SF-E,6000,50,Egress12,1000.0
353.0,chain12,Ingress12,14,14,SF-D,1434,28,SF-E,5600,46,Egress12,1000.0
354.0,chain12,Ingress12,14,14,SF-D,1480,29,SF-E,5800,48,Egress12,1000.0
355.0,chain12,Ingress12,10,10,SF-D,1066,21,SF-E,4200,35,Egress12,1000.0
356.0,chain12,Ingress12,12,12,SF-D,1225,24,SF-E,4800,40,Egress12,1000.0
357.0,chain12,Ingress12,14,14,SF-D,1490,29,SF-E,5800,48,Egress12,1000.0
358.0,chain12,Ingress12,15,15,SF-D,1520,30,SF-E,6000,50,Egress12,1000.0
359.0,chain12,Ingress12,10,10,SF-D,1082,21,SF-E,4200,35,Egress12,1000.0
360.0,chain12,Ingress12,11,11,SF-D,1144,22,SF-E,4400,36,Egress12,1000.0
361.0,chain12,Ingress12,11,11,SF-D,1137,22,SF-E,4400,36,Egress12,1000.0
362.0,chain12,Ingress12,11,11,SF-D,1150,23,SF-E,4600,38,Egress12,1000.0
363.0,chain12,Ingress12,12,12,SF-D,1274,25,SF-E,5000,41,Egress12,1000.0
364.0,chain12,Ingress12,15,15,SF-D,1550,31,SF-E,6200,51,Egress12,1000.0
365.0,chain12,Ingress12,11,11,SF-D,1147,22,SF-E,4400,36,Egress12,1000.0
366.0,chain12,Ingress12,13,13,SF-D,1326,26,SF-E,5200,43,Egress12,1000.0
367.0,chain12,Ingress12,11,11,SF-D,1131,22,SF-E,4400,36,Egress12,1000.0
368.0,chain12,Ingress12,13,13,SF-D,1390,27,SF-E,5400,45,Egress12,1000.0
369.0,chain12,Ingress12,15,15,SF-D,1505,30,SF-E,6000,50,Egress12,1000.0
370.0,chain12,Ingress12,14,14,SF-D,1491,29,SF-E,5800,48,Egress12,1000.0
371.0,chain12,Ingress12,11,11,SF-D,1158,23,SF-E,4600,38,Egress12,1000.0
372.0,chain12,Ingress12,12,12,SF-D,1233,24,SF-E,4800,40,Egress12,1000.0
373.0,chain12,Ingress12,11,11,SF-D,1193,23,SF-E,4600,38,Egress12,1000.0
374.0,chain12,Ingress12,11,11,SF-D,1115,22,SF-E,4400,36,Egress12,1000.0
375.0,chain12,Ingress12,13,13,SF-D,1322,26,SF-E,5200,43,Egress12,1000.0
376.0,chain12,Ingress12,12,12,SF-D,1279,25,SF-E,5000,41,Egress12,1000.0
377.0,chain12,Ingress12,11,11,SF-D,1191,23,SF-E,4600,38,Egress12,1000.0
378.0,chain12,Ingress12,14,14,SF-D,1432,28,SF-E,5600,46,Egress12,1000.0
379.0,chain12,Ingress12,10,10,SF-D,1084,21,SF-E,4200,35,Egress12,1000.0
380.0,chain12,Ingress12,11,11,SF-D,1147,22,SF-E,4400,36,Egress12,1000.0
381.0,chain12,Ingress12,14,14,SF-D,1480,29,SF-E,5800,48,Egress12,1000.0
382.0,chain12,Ingress12,15,15,SF-D,1500,30,SF-E,6000,50,Egress12,1000.0
383.0,chain12,Ingress12,13,13,SF-D,1364,27,SF-E,5400,45,Egress12,1000.0
384.0,chain12,Ingress12,15,15,SF-D,1548,30,SF-E,6000,50,Egress12,1000.0
385.0,chain12,Ingress12,15,15,SF-D,1509,30,SF-E,6000,50,Egress12,1000.0
386.0,chain12,Ingress12,14,14,SF-D,1478,29,SF-E,5800,48,Egress12,1000.0
387.0,chain12,Ingress12,14,14,SF-D,1451,29,SF-E,5800,48,Egress12,1000.0
388.0,chain12,Ingress12,14,14,SF-D,1407,28,SF-E,5600,46,Egress12,1000.0
389.0,chain12,Ingress12,14,14,SF-D,1455,29,SF-E,5800,48,Egress12,1000.0
390.0,chain12,Ingress12,14,14,SF-D,1411,28,SF-E,5600,46,Egress12,1000.0
391.0,chain12,Ingress12,13,13,SF-D,1347,26,SF-E,5200,43,Egress12,1000.0
392.0,chain12,Ingress12,13,13,SF-D,1308,26,SF-E,5200,43,Egress12,1000.0
393.0,chain12,Ingress12,10,10,SF-D,1078,21,SF-E,4200,35,Egress12,1000.0
394.0,chain12,Ingress12,14,14,SF-D,1449,28,SF-E,5600,46,Egress12,1000.0
395.0,chain12,Ingress12,13,13,SF-D,1389,27,SF-E,5400,45,Egress12,1000.0
396.0,chain12,Ingress12,12,12,SF-D,1225,24,SF-E,4800,40,Egress12,1000.0
397.0,chain12,Ingress12,14,14,SF-D,1484,29,SF-E,5800,48,Egress12,1000.0
398.0,chain12,Ingress12,11,11,SF-D,1170,23,SF-E,4600,38,Egress12,1000.0
399.0,chain12,Ingress12,13,13,SF-D,1358,27,SF-E,5400,45,Egress12,1000.0
400.0,chain12,Ingress12,12,12,SF-D,1256,25,SF-E,5000,41,Egress12,1000.0
401.0,chain12,Ingress12,13,13,SF-D,1338,26,SF-E,5200,43,Egress12,1000.0
402.0,chain12,Ingress12,13,13,SF-D,1325,26,SF-E,5200,43,Egress12,1000.0
403.0,chain12,Ingress12,14,14,SF-D,1468,29,SF-E,5800,48,Egress12,1000.0
404.0,chain12,Ingress12,15,15,SF-D,1557,31,SF-E,6200,51,Egress12,1000.0
405.0,chain12,Ingress12,14,14,SF-D,1419,28,SF-E,5600,46,Egress12,1000.0
406.0,chain12,Ingress12,14,14,SF-D,1445,28,SF-E,5600,46,Egress12,1000.0
407.0,chain12,Ingress12,13,13,SF-D,1333,26,SF-E,5200,43,Egress12,1000.0
408.0,chain12,Ingress12,15,15,SF-D,1522,30,SF-E,6000,50,Egress12,1000.0
409.0,chain12,Ingress12,13,13,SF-D,1325,26,SF-E,5200,43,Egress12,1000.0
410.0,chain12,Ingress12,13,13,SF-D,1380,27,SF-E,5400,45,Egress12,1000.0
411.0,chain12,Ingress12,11,11,SF-D,1169,23,SF-E,4600,38,Egress12,1000.0
412.0,chain12,Ingress12,11,11,SF-D,1107,22,SF-E,4400,36,Egress12,1000.0
413.0,chain12,Ingress12,15,15,SF-D,1525,30,SF-E,6000,50,Egress12,1000.0
414.0,chain12,Ingress12,11,11,SF-D,1138,22,SF-E,4400,36,Egress12,1000.0
415.0,chain12,Ingress12,14,14,SF-D,1488,29,SF-E,5800,48,Egress12,1000.0
416.0,chain12,Ingress12,10,10,SF-D,1097,21,SF-E,4200,35,Egress12,1000.0
417.0,chain12,Ingress12,10,10,SF-D,1081,21,SF-E,4200,35,Egress12,1000.0
418.0,chain12,Ingress12,13,13,SF-D,1326,26,SF-E,5200,43,Egress12,1000.0
419.0,chain12,Ingress12,12,12,SF-D,1239,24,SF-E,4800,40,Egress12,1000.0
420.0,chain12,Ingress12,14,14,SF-D,1456,29,SF-E,5800,48,Egress12,1000.0
421.0,chain12,Ingress12,10,10,SF-D,1058,21,SF-E,4200,35,Egress12,1000.0
422.0,chain12,Ingress12,11,11,SF-D,1157,23,SF-E,4600,38,Egress12,1000.0
423.0,chain12,Ingress12,13,13,SF-D,1312,26,SF-E,5200,43,Egress12,1000.0
424.0,chain12,Ingress12,14,14,SF-D,1402,28,SF-E,5600,46,Egress12,1000.0
425.0,chain12,Ingress12,13,13,SF-D,1381,27,SF-E,5400,45,Egress12,1000.0
426.0,chain12,Ingress12,10,10,SF-D,1063,21,SF-E,4200,35,Egress12,1000.0
427.0,chain12,Ingress12,13,13,SF-D,1345,26,SF-E,5200,43,Egress12,1000.0
428.0,chain12,Ingress12,14,14,SF-D,1495,29,SF-E,5800,48,Egress12,1000.0
429.0,chain12,Ingress12,13,13,SF-D,1345,26,SF-E,5200,43,Egress12,1000.0
430.0,chain12,Ingress12,12,12,SF-D,1231,24,SF-E,4800,40,Egress12,1000.0
431.0,chain12,Ingress12,14,14,SF-D,1499,29,SF-E,5800,48,Egress12,1000.0
432.0,chain12,Ingress12,12,12,SF-D,1204,24,SF-E,4800,40,Egress12,1000.0
433.0,chain12,Ingress12,15,15,SF-D,1548,30,SF-E,6000,50,Egress12,1000.0
434.0,chain12,Ingress12,15,15,SF-D,1507,30,SF-E,6000,50,Egress12,1000.0
435.0,chain12,Ingress12,10,10,SF-D,1047,20,SF-E,4000,33,Egress12,1000.0
436.0,chain12,Ingress12,14,14,SF-D,1469,29,SF-E,5800,48,Egress12,1000.0
437.0,chain12,Ingress12,14,14,SF-D,1438,28,SF-E,5600,46,Egress12,1000.0
438.0,chain12,Ingress12,13,13,SF-D,1373,27,SF-E,5400,45,Egress12,1000.0
439.0,chain12,Ingress12,10,10,SF-D,1060,21,SF-E,4200,35,Egress12,1000.0
440.0,chain12,Ingress12,10,10,SF-D,1062,21,SF-E,4200,35,Egress12,1000.0
441.0,chain12,Ingress12,15,15,SF-D,1513,30,SF-E,6000,50,Egress12,1000.0
442.0,chain12,Ingress12,14,14,SF-D,1422,28,SF-E,5600,46,Egress12,1000.0
443.0,chain12,Ingress12,14,14,SF-D,1445,28,SF-E,5600,46,Egress12,1000.0
444.0,chain12,Ingress12,14,14,SF-D,1401,28,SF-E,5600,46,Egress12,1000.0
445.0,chain12,Ingress12,12,12,SF-D,1237,24,SF-E,4800,40,Egress12,1000.0
446.0,chain12,Ingress12,15,15,SF-D,1559,31,SF-E,6200,51,Egress12,1000.0
447.0,chain12,Ingress12,14,14,SF-D,1489,29,SF-E,5800,48,Egress12,1000.0
448.0,chain12,Ingress12,12,12,SF-D,1256,25,SF-E,5000,41,Egress12,1000.0
449.0,chain12,Ingress12,15,15,SF-D,1533,30,SF-E,6000,50,Egress12,1000.0
450.0,chain12,Ingress12,13,13,SF-D,1358,27,SF-E,5400,45,Egress12,1000.0
451.0,chain12,Ingress12,11,11,SF-D,1102,22,SF-E,4400,36,Egress12,1000.0
452.0,chain12,Ingress12,13,13,SF-D,1360,27,SF-E,5400,45,Egress12,1000.0
453.0,chain12,Ingress12,11,11,SF-D,1166,23,SF-E,4600,38,Egress12,1000.0
454.0,chain12,Ingress12,14,14,SF-D,1464,29,SF-E,5800,48,Egress12,1000.0
455.0,chain12,Ingress12,12,12,SF-D,1292,25,SF-E,5000,41,Egress12,1000.0
456.0,chain12,Ingress12,12,12,SF-D,1281,25,SF-E,5000,41,Egress12,1000.0
457.0,chain12,Ingress12,15,15,SF-D,1554,31,SF-E,6200,51,Egress12,1000.0
458.0,chain12,Ingress12,14,14,SF-D,1466,29,SF-E,5800,48,Egress12,1000.0
459.0,chain12,Ingress12,14,14,SF-D,1416,28,SF-E,5600,46,Egress12,1000.0
460.0,chain12,Ingress12,14,14,SF-D,1494,29,SF-E,5800,48,Egress12,1000.0
461.0,chain12,Ingress12,10,10,SF-D,1058,21,SF-E,4200,35,Egress12,1000.0
462.0,chain12,Ingress12,11,11,SF-D,1191,23,SF-E,4600,38,Egress12,1000.0
463.0,chain12,Ingress12,14,14,SF-D,1498,29,SF-E,5800,48,Egress12,1000.0
464.0,chain12,Ingress12,13,13,SF-D,1361,27,SF-E,5400,45,Egress12,1000.0
465.0,chain12,Ingress12,11,11,SF-D,1154,23,SF-E,4600,38,Egress12,1000.0
466.0,chain12,Ingress12,11,11,SF-D,1106,22,SF-E,4400,36,Egress12,1000.0
467.0,chain12,Ingress12,12,12,SF-D,1245,24,SF-E,4800,40,Egress12,1000.0
468.0,chain12,Ingress12,11,11,SF-D,1102,22,SF-E,4400,36,Egress12,1000.0
469.0,chain12,Ingress12,14,14,SF-D,1407,28,SF-E,5600,46,Egress12,1000.0
470.0,chain12,Ingress12,13,13,SF-D,1303,26,SF-E,5200,43,Egress12,1000.0
471.0,chain12,Ingress12,15,15,SF-D,1536,30,SF-E,6000,50,Egress12,1000.0
472.0,chain12,Ingress12,13,13,SF-D,1346,26,SF-E,5200,43,Egress12,1000.0
473.0,chain12,Ingress12,10,10,SF-D,1049,20,SF-E,4000,33,Egress12,1000.0
474.0,chain12,Ingress12,13,13,SF-D,1362,27,SF-E,5400,45,Egress12,1000.0
475.0,chain12,Ingress12,13,13,SF-D,1385,27,SF-E,5400,45,Egress12,1000.0
476.0,chain12,Ingress12,11,11,SF-D,1168,23,SF-E,4600,38,Egress12,1000.0
477.0,chain12,Ingress12,12,12,SF-D,1259,25,SF-E,5000,41,Egress12,1000.0
478.0,chain12,Ingress12,13,13,SF-D,1320,26,SF-E,5200,43,Egress12,1000.0
479.0,chain12,Ingress12,12,12,SF-D,1295,25,SF-E,5000,41,Egress12,1000.0
480.0,chain12,Ingress12,13,13,SF-D,1345,26,SF-E,5200,43,Egress12,1000.0
481.0,chain12,Ingress12,15,15,SF-D,1532,30,SF-E,6000,50,Egress12,1000.0
482.0,chain12,Ingress12,13,13,SF-D,1378,27,SF-E,5400,45,Egress12,1000.0
483.0,chain12,Ingress12,15,15,SF-D,1505,30,SF-E,6000,50,Egress12,1000.0
484.0,chain12,Ingress12,13,13,SF-D,1302,26,SF-E,5200,43,Egress12,1000.0
485.0,chain12,Ingress12,14,14,SF-D,1418,28,SF-E,5600,46,Egress12,1000.0
486.0,chain12,Ingress12,15,15,SF-D,1516,30,SF-E,6000,50,Egress12,1000.0
487.0,chain12,Ingress12,13,13,SF-D,1394,27,SF-E,5400,45,Egress12,1000.0
488.0,chain12,Ingress12,12,12,SF-D,1257,25,SF-E,5000,41,Egress12,1000.0
489.0,chain12,Ingress12,11,11,SF-D,1145,22,SF-E,4400,36,Egress12,1000.0
490.0,chain12,Ingress12,10,10,SF-D,1042,20,SF-E,4000,33,Egress12,1000.0
491.0,chain12,Ingress12,10,10,SF-D,1081,21,SF-E,4200,35,Egress12,1000.0
492.0,chain12,Ingress12,11,11,SF-D,1101,22,SF-E,4400,36,Egress12,1000.0
493.0,chain12,Ingress12,15,15,SF-D,1558,31,SF-E,6200,51,Egress12,1000.0
494.0,chain12,Ingress12,14,14,SF-D,1416,28,SF-E,5600,46,Egress12,1000.0
495.0,chain12,Ingress12,12,12,SF-D,1229,24,SF-E,4800,40,Egress12,1000.0
496.0,chain12,Ingress12,13,13,SF-D,1383,27,SF-E,5400,45,Egress12,1000.0
497.0,chain12,Ingress12,13,13,SF-D,1352,27,SF-E,5400,45,Egress12,1000.0
498.0,chain12,Ingress12,13,13,SF-D,1379,27,SF-E,5400,45,Egress12,1000.0
499.0,chain12,Ingress12,12,12,SF-D,1204,24,SF-E,4800,40,Egress12,1000.0
500.0,chain12,Ingress12,14,14,SF-D,1474,29,SF-E,5800,48,Egress12,1000.0
