#======================================
Workload_ID,    App_ID,SubmitTime,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 161, 1, 5310, 5310, 5310.116, 0.116, 110, 0, 5310.116, 5312.449, 2.333, 1100, 5312.449, 5312.614, 0.165, 165, 0, 5312.614, 5314.73, 2.116, 825, 5314.73, 5314.84, 0.11, 110, 0, 5314.84, 5317.141, 2.3, 1100, 5317.141, 5317.232, 0.091, 91, 0, 5317.232, 5323.014, 5.783, 2730, 5323.014, 5323.106, 0.091, 91, 0, 5323.106, 5323.106, 0, 0,    12.990,
 162, 1, 5320, 5320, 5320.116, 0.116, 110, 0, 5320.116, 5322.592, 2.476, 1100, 5322.592, 5322.758, 0.165, 165, 0, 5322.758, 5324.464, 1.706, 825, 5324.464, 5324.574, 0.11, 110, 0, 5324.574, 5326.887, 2.313, 1100, 5326.887, 5326.978, 0.091, 91, 0, 5326.978, 5332.37, 5.392, 2730, 5332.37, 5332.461, 0.091, 91, 0, 5332.461, 5332.461, 0, 0,    12.345,
 163, 1, 5330, 5330, 5330.106, 0.106, 100, 0, 5330.106, 5332.002, 1.896, 1000, 5332.002, 5332.152, 0.15, 150, 0, 5332.152, 5333.691, 1.539, 750, 5333.691, 5333.791, 0.1, 100, 0, 5333.791, 5335.853, 2.062, 1000, 5335.853, 5335.936, 0.083, 83, 0, 5335.936, 5341.676, 5.74, 2490, 5341.676, 5341.759, 0.083, 83, 0, 5341.759, 5341.759, 0, 0,    11.653,
 164, 1, 5340, 5340, 5340.106, 0.106, 100, 0, 5340.106, 5342.227, 2.121, 1000, 5342.227, 5342.377, 0.15, 150, 0, 5342.377, 5344.02, 1.643, 750, 5344.02, 5344.12, 0.1, 100, 0, 5344.12, 5346.249, 2.129, 1000, 5346.249, 5346.333, 0.083, 83, 0, 5346.333, 5350.955, 4.622, 2490, 5350.955, 5351.038, 0.083, 83, 0, 5351.038, 5351.038, 0, 0,    10.932,
 165, 1, 5350, 5350, 5350.116, 0.116, 110, 0, 5350.116, 5352.657, 2.541, 1100, 5352.657, 5352.822, 0.165, 165, 0, 5352.822, 5354.622, 1.801, 825, 5354.622, 5354.732, 0.11, 110, 0, 5354.732, 5357.398, 2.666, 1100, 5357.398, 5357.489, 0.091, 91, 0, 5357.489, 5363.499, 6.01, 2730, 5363.499, 5363.59, 0.091, 91, 0, 5363.59, 5363.59, 0, 0,    13.474,
 166, 1, 5360, 5360, 5360.116, 0.116, 110, 0, 5360.116, 5362.389, 2.273, 1100, 5362.389, 5362.554, 0.165, 165, 0, 5362.554, 5364.309, 1.754, 825, 5364.309, 5364.419, 0.11, 110, 0, 5364.419, 5366.717, 2.298, 1100, 5366.717, 5366.808, 0.091, 91, 0, 5366.808, 5371.846, 5.038, 2730, 5371.846, 5371.937, 0.091, 91, 0, 5371.937, 5371.937, 0, 0,    11.821,
 167, 1, 5370, 5370, 5370.106, 0.106, 100, 0, 5370.106, 5372.617, 2.511, 1000, 5372.617, 5372.767, 0.15, 150, 0, 5372.767, 5374.293, 1.526, 750, 5374.293, 5374.393, 0.1, 100, 0, 5374.393, 5376.5, 2.107, 1000, 5376.5, 5376.583, 0.083, 83, 0, 5376.583, 5382.401, 5.818, 2490, 5382.401, 5382.489, 0.088, 83, 0, 5382.489, 5382.489, 0, 0,    12.383,
 168, 1, 5380, 5380, 5380.106, 0.106, 100, 0, 5380.106, 5382.457, 2.351, 1000, 5382.457, 5382.606, 0.15, 150, 0, 5382.606, 5383.94, 1.334, 750, 5383.94, 5384.04, 0.1, 100, 0, 5384.04, 5386.281, 2.241, 1000, 5386.281, 5386.364, 0.083, 83, 0, 5386.364, 5390.986, 4.623, 2490, 5390.986, 5391.07, 0.083, 83, 0, 5391.07, 5391.07, 0, 0,    10.964,
 169, 1, 5390, 5390, 5390.116, 0.116, 110, 0, 5390.116, 5392.355, 2.239, 1100, 5392.355, 5392.52, 0.165, 165, 0, 5392.52, 5394, 1.48, 825, 5394, 5394.11, 0.11, 110, 0, 5394.11, 5396.324, 2.214, 1100, 5396.324, 5396.415, 0.091, 91, 0, 5396.415, 5402.51, 6.095, 2730, 5402.51, 5402.601, 0.091, 91, 0, 5402.601, 5402.601, 0, 0,    12.485,
 170, 1, 5400, 5400, 5400.106, 0.106, 100, 0, 5400.106, 5402.236, 2.13, 1000, 5402.236, 5402.386, 0.15, 150, 0, 5402.386, 5403.783, 1.397, 750, 5403.783, 5403.883, 0.1, 100, 0, 5403.883, 5405.99, 2.107, 1000, 5405.99, 5406.074, 0.083, 83, 0, 5406.074, 5411.791, 5.717, 2490, 5411.791, 5411.874, 0.083, 83, 0, 5411.874, 5411.874, 0, 0,    11.768,
 171, 1, 5410, 5410, 5410.116, 0.116, 110, 0, 5410.116, 5412.421, 2.305, 1100, 5412.421, 5412.586, 0.165, 165, 0, 5412.586, 5414.432, 1.846, 825, 5414.432, 5414.542, 0.11, 110, 0, 5414.542, 5416.66, 2.118, 1100, 5416.66, 5416.751, 0.091, 91, 0, 5416.751, 5423, 6.249, 2730, 5423, 5423.091, 0.091, 91, 0, 5423.091, 5423.091, 0, 0,    12.975,
 172, 1, 5420, 5420, 5420.116, 0.116, 110, 0, 5420.116, 5422.451, 2.335, 1100, 5422.451, 5422.616, 0.165, 165, 0, 5422.616, 5424.198, 1.582, 825, 5424.198, 5424.308, 0.11, 110, 0, 5424.308, 5426.569, 2.261, 1100, 5426.569, 5426.66, 0.091, 91, 0, 5426.66, 5432.474, 5.814, 2730, 5432.474, 5432.565, 0.091, 91, 0, 5432.565, 5432.565, 0, 0,    12.449,
 173, 1, 5430, 5430, 5430.106, 0.106, 100, 0, 5430.106, 5432.241, 2.135, 1000, 5432.241, 5432.391, 0.15, 150, 0, 5432.391, 5433.953, 1.562, 750, 5433.953, 5434.053, 0.1, 100, 0, 5434.053, 5436.134, 2.081, 1000, 5436.134, 5436.217, 0.083, 83, 0, 5436.217, 5441.42, 5.203, 2490, 5441.42, 5441.503, 0.083, 83, 0, 5441.503, 5441.503, 0, 0,    11.397,
 174, 1, 5440, 5440, 5440.116, 0.116, 110, 0, 5440.116, 5442.706, 2.59, 1100, 5442.706, 5442.871, 0.165, 165, 0, 5442.871, 5444.632, 1.762, 825, 5444.632, 5444.743, 0.11, 110, 0, 5444.743, 5447.212, 2.469, 1100, 5447.212, 5447.303, 0.091, 91, 0, 5447.303, 5453.061, 5.758, 2730, 5453.061, 5453.153, 0.091, 91, 0, 5453.153, 5453.153, 0, 0,    13.037,
 175, 1, 5450, 5450, 5450.116, 0.116, 110, 0, 5450.116, 5452.789, 2.673, 1100, 5452.789, 5452.954, 0.165, 165, 0, 5452.954, 5454.65, 1.696, 825, 5454.65, 5454.76, 0.11, 110, 0, 5454.76, 5457.477, 2.717, 1100, 5457.477, 5457.568, 0.091, 91, 0, 5457.568, 5464.209, 6.641, 2730, 5464.209, 5464.3, 0.091, 91, 0, 5464.3, 5464.3, 0, 0,    14.184,
 176, 1, 5460, 5460, 5460.116, 0.116, 110, 0, 5460.116, 5462.559, 2.443, 1100, 5462.559, 5462.729, 0.17, 165, 0, 5462.729, 5464.488, 1.759, 825, 5464.488, 5464.598, 0.11, 110, 0, 5464.598, 5467.011, 2.414, 1100, 5467.011, 5467.103, 0.091, 91, 0, 5467.103, 5474.007, 6.904, 2730, 5474.007, 5474.098, 0.091, 91, 0, 5474.098, 5474.098, 0, 0,    13.982,
 177, 1, 5470, 5470, 5470.116, 0.116, 110, 0, 5470.116, 5472.549, 2.433, 1100, 5472.549, 5472.724, 0.175, 165, 0, 5472.724, 5474.554, 1.83, 825, 5474.554, 5474.664, 0.11, 110, 0, 5474.664, 5476.681, 2.017, 1100, 5476.681, 5476.772, 0.091, 91, 0, 5476.772, 5482.705, 5.933, 2730, 5482.705, 5482.796, 0.091, 91, 0, 5482.796, 5482.796, 0, 0,    12.680,
 178, 1, 5480, 5480, 5480.116, 0.116, 110, 0, 5480.116, 5482.325, 2.209, 1100, 5482.325, 5482.49, 0.165, 165, 0, 5482.49, 5484.433, 1.943, 825, 5484.433, 5484.543, 0.11, 110, 0, 5484.543, 5487.028, 2.485, 1100, 5487.028, 5487.119, 0.091, 91, 0, 5487.119, 5493.222, 6.103, 2730, 5493.222, 5493.314, 0.091, 91, 0, 5493.314, 5493.314, 0, 0,    13.198,
 179, 1, 5490, 5490, 5490.116, 0.116, 110, 0, 5490.116, 5492.481, 2.365, 1100, 5492.481, 5492.646, 0.165, 165, 0, 5492.646, 5494.397, 1.751, 825, 5494.397, 5494.507, 0.11, 110, 0, 5494.507, 5496.797, 2.29, 1100, 5496.797, 5496.888, 0.091, 91, 0, 5496.888, 5502.773, 5.885, 2730, 5502.773, 5502.864, 0.091, 91, 0, 5502.864, 5502.864, 0, 0,    12.748,
 180, 1, 5500, 5500, 5500.106, 0.106, 100, 0, 5500.106, 5501.944, 1.838, 1000, 5501.944, 5502.094, 0.15, 150, 0, 5502.094, 5503.939, 1.845, 750, 5503.939, 5504.04, 0.1, 100, 0, 5504.04, 5506.638, 2.598, 1000, 5506.638, 5506.721, 0.083, 83, 0, 5506.721, 5512, 5.279, 2490, 5512, 5512.083, 0.083, 83, 0, 5512.083, 5512.083, 0, 0,    11.977,
 181, 1, 5510, 5510, 5510.106, 0.106, 100, 0, 5510.106, 5512.158, 2.052, 1000, 5512.158, 5512.308, 0.15, 150, 0, 5512.308, 5513.968, 1.66, 750, 5513.968, 5514.068, 0.1, 100, 0, 5514.068, 5516.315, 2.247, 1000, 5516.315, 5516.398, 0.083, 83, 0, 5516.398, 5522.645, 6.247, 2490, 5522.645, 5522.728, 0.083, 83, 0, 5522.728, 5522.728, 0, 0,    12.622,
 182, 1, 5520, 5520, 5520.106, 0.106, 100, 0, 5520.106, 5522.696, 2.59, 1000, 5522.696, 5522.846, 0.15, 150, 0, 5522.846, 5524.758, 1.912, 750, 5524.758, 5524.859, 0.1, 100, 0, 5524.859, 5527.307, 2.449, 1000, 5527.307, 5527.391, 0.083, 83, 0, 5527.391, 5533.205, 5.814, 2490, 5533.205, 5533.288, 0.083, 83, 0, 5533.288, 5533.288, 0, 0,    13.182,
 183, 1, 5530, 5530, 5530.106, 0.106, 100, 0, 5530.106, 5532.103, 1.997, 1000, 5532.103, 5532.253, 0.15, 150, 0, 5532.253, 5533.747, 1.494, 750, 5533.747, 5533.847, 0.1, 100, 0, 5533.847, 5535.961, 2.114, 1000, 5535.961, 5536.044, 0.083, 83, 0, 5536.044, 5540.353, 4.309, 2490, 5540.353, 5540.437, 0.083, 83, 0, 5540.437, 5540.437, 0, 0,    10.331,
 184, 1, 5540, 5540, 5540.116, 0.116, 110, 0, 5540.116, 5542.739, 2.623, 1100, 5542.739, 5542.904, 0.165, 165, 0, 5542.904, 5544.842, 1.938, 825, 5544.842, 5544.952, 0.11, 110, 0, 5544.952, 5547.683, 2.731, 1100, 5547.683, 5547.774, 0.091, 91, 0, 5547.774, 5553.593, 5.819, 2730, 5553.593, 5553.684, 0.091, 91, 0, 5553.684, 5553.684, 0, 0,    13.568,
 185, 1, 5550, 5550, 5550.106, 0.106, 100, 0, 5550.106, 5552.655, 2.549, 1000, 5552.655, 5552.805, 0.15, 150, 0, 5552.805, 5554.393, 1.588, 750, 5554.393, 5554.493, 0.1, 100, 0, 5554.493, 5557.158, 2.666, 1000, 5557.158, 5557.241, 0.083, 83, 0, 5557.241, 5562.621, 5.38, 2490, 5562.621, 5562.704, 0.083, 83, 0, 5562.704, 5562.704, 0, 0,    12.598,
 186, 1, 5560, 5560, 5560.106, 0.106, 100, 0, 5560.106, 5562.25, 2.144, 1000, 5562.25, 5562.4, 0.15, 150, 0, 5562.4, 5563.872, 1.472, 750, 5563.872, 5563.972, 0.1, 100, 0, 5563.972, 5566.287, 2.315, 1000, 5566.287, 5566.37, 0.083, 83, 0, 5566.37, 5572.377, 6.007, 2490, 5572.377, 5572.46, 0.083, 83, 0, 5572.46, 5572.46, 0, 0,    12.354,
 187, 1, 5570, 5570, 5570.106, 0.106, 100, 0, 5570.106, 5572.206, 2.1, 1000, 5572.206, 5572.356, 0.15, 150, 0, 5572.356, 5574.03, 1.674, 750, 5574.03, 5574.131, 0.1, 100, 0, 5574.131, 5576.306, 2.176, 1000, 5576.306, 5576.389, 0.083, 83, 0, 5576.389, 5581.616, 5.227, 2490, 5581.616, 5581.699, 0.083, 83, 0, 5581.699, 5581.699, 0, 0,    11.594,
 188, 1, 5580, 5580, 5580.116, 0.116, 110, 0, 5580.116, 5582.471, 2.355, 1100, 5582.471, 5582.637, 0.165, 165, 0, 5582.637, 5584.132, 1.496, 825, 5584.132, 5584.242, 0.11, 110, 0, 5584.242, 5586.438, 2.196, 1100, 5586.438, 5586.529, 0.091, 91, 0, 5586.529, 5592.022, 5.492, 2730, 5592.022, 5592.113, 0.091, 91, 0, 5592.113, 5592.113, 0, 0,    11.997,
 189, 1, 5590, 5590, 5590.106, 0.106, 100, 0, 5590.106, 5591.971, 1.865, 1000, 5591.971, 5592.123, 0.152, 150, 0, 5592.123, 5593.705, 1.582, 750, 5593.705, 5593.805, 0.1, 100, 0, 5593.805, 5595.935, 2.13, 1000, 5595.935, 5596.018, 0.083, 83, 0, 5596.018, 5602.145, 6.127, 2490, 5602.145, 5602.228, 0.083, 83, 0, 5602.228, 5602.228, 0, 0,    12.123,
 190, 1, 5600, 5600, 5600.116, 0.116, 110, 0, 5600.116, 5602.406, 2.291, 1100, 5602.406, 5602.572, 0.165, 165, 0, 5602.572, 5604.23, 1.658, 825, 5604.23, 5604.34, 0.11, 110, 0, 5604.34, 5606.838, 2.498, 1100, 5606.838, 5606.929, 0.091, 91, 0, 5606.929, 5613.124, 6.194, 2730, 5613.124, 5613.215, 0.091, 91, 0, 5613.215, 5613.215, 0, 0,    13.099,
 191, 1, 5610, 5610, 5610.106, 0.106, 100, 0, 5610.106, 5612.393, 2.286, 1000, 5612.393, 5612.543, 0.15, 150, 0, 5612.543, 5614.293, 1.75, 750, 5614.293, 5614.393, 0.1, 100, 0, 5614.393, 5616.71, 2.317, 1000, 5616.71, 5616.793, 0.083, 83, 0, 5616.793, 5622.284, 5.491, 2490, 5622.284, 5622.367, 0.083, 83, 0, 5622.367, 5622.367, 0, 0,    12.261,
 192, 1, 5620, 5620, 5620.106, 0.106, 100, 0, 5620.106, 5622.069, 1.963, 1000, 5622.069, 5622.219, 0.15, 150, 0, 5622.219, 5623.921, 1.702, 750, 5623.921, 5624.021, 0.1, 100, 0, 5624.021, 5626.313, 2.291, 1000, 5626.313, 5626.396, 0.083, 83, 0, 5626.396, 5631.358, 4.962, 2490, 5631.358, 5631.441, 0.083, 83, 0, 5631.441, 5631.441, 0, 0,    11.335,
 193, 1, 5630, 5630, 5630.106, 0.106, 100, 0, 5630.106, 5632.269, 2.164, 1000, 5632.269, 5632.42, 0.15, 150, 0, 5632.42, 5633.944, 1.525, 750, 5633.944, 5634.055, 0.11, 100, 0, 5634.055, 5636.21, 2.155, 1000, 5636.21, 5636.293, 0.083, 83, 0, 5636.293, 5641.014, 4.721, 2490, 5641.014, 5641.098, 0.083, 83, 0, 5641.098, 5641.098, 0, 0,    10.992,
 194, 1, 5640, 5640, 5640.106, 0.106, 100, 0, 5640.106, 5642.25, 2.144, 1000, 5642.25, 5642.4, 0.15, 150, 0, 5642.4, 5644.152, 1.752, 750, 5644.152, 5644.252, 0.1, 100, 0, 5644.252, 5646.642, 2.39, 1000, 5646.642, 5646.725, 0.083, 83, 0, 5646.725, 5651.17, 4.444, 2490, 5651.17, 5651.252, 0.083, 83, 0, 5651.252, 5651.252, 0, 0,    11.146,
 195, 1, 5650, 5650, 5650.116, 0.116, 110, 0, 5650.116, 5652.352, 2.236, 1100, 5652.352, 5652.517, 0.165, 165, 0, 5652.517, 5654.085, 1.569, 825, 5654.085, 5654.195, 0.11, 110, 0, 5654.195, 5656.439, 2.243, 1100, 5656.439, 5656.53, 0.091, 91, 0, 5656.53, 5663.262, 6.732, 2730, 5663.262, 5663.353, 0.091, 91, 0, 5663.353, 5663.353, 0, 0,    13.237,
 196, 1, 5660, 5660, 5660.106, 0.106, 100, 0, 5660.106, 5662.239, 2.133, 1000, 5662.239, 5662.389, 0.15, 150, 0, 5662.389, 5664.128, 1.739, 750, 5664.128, 5664.228, 0.1, 100, 0, 5664.228, 5666.294, 2.066, 1000, 5666.294, 5666.377, 0.083, 83, 0, 5666.377, 5672.137, 5.76, 2490, 5672.137, 5672.22, 0.083, 83, 0, 5672.22, 5672.22, 0, 0,    12.114,
 197, 1, 5670, 5670, 5670.106, 0.106, 100, 0, 5670.106, 5672.428, 2.322, 1000, 5672.428, 5672.578, 0.15, 150, 0, 5672.578, 5673.997, 1.419, 750, 5673.997, 5674.097, 0.1, 100, 0, 5674.097, 5676.453, 2.356, 1000, 5676.453, 5676.536, 0.083, 83, 0, 5676.536, 5681.704, 5.168, 2490, 5681.704, 5681.787, 0.083, 83, 0, 5681.787, 5681.787, 0, 0,    11.682,
 198, 1, 5680, 5680, 5680.106, 0.106, 100, 0, 5680.106, 5682.021, 1.915, 1000, 5682.021, 5682.171, 0.15, 150, 0, 5682.171, 5683.832, 1.661, 750, 5683.832, 5683.932, 0.1, 100, 0, 5683.932, 5686.103, 2.171, 1000, 5686.103, 5686.186, 0.083, 83, 0, 5686.186, 5691.834, 5.648, 2490, 5691.834, 5691.917, 0.083, 83, 0, 5691.917, 5691.917, 0, 0,    11.811,
 199, 1, 5690, 5690, 5690.106, 0.106, 100, 0, 5690.106, 5692.468, 2.362, 1000, 5692.468, 5692.617, 0.15, 150, 0, 5692.617, 5694.235, 1.618, 750, 5694.235, 5694.335, 0.1, 100, 0, 5694.335, 5696.366, 2.03, 1000, 5696.366, 5696.449, 0.083, 83, 0, 5696.449, 5702.139, 5.691, 2490, 5702.139, 5702.223, 0.083, 83, 0, 5702.223, 5702.223, 0, 0,    12.117,
 200, 1, 5710, 5710, 5710.106, 0.106, 100, 0, 5710.106, 5712.079, 1.973, 1000, 5712.079, 5712.229, 0.15, 150, 0, 5712.229, 5713.73, 1.501, 750, 5713.73, 5713.83, 0.1, 100, 0, 5713.83, 5715.882, 2.051, 1000, 5715.882, 5715.965, 0.083, 83, 0, 5715.965, 5722.182, 6.217, 2490, 5722.182, 5722.265, 0.083, 83, 0, 5722.265, 5722.265, 0, 0,    12.159,
 201, 1, 5720, 5720, 5720.106, 0.106, 100, 0, 5720.106, 5722.276, 2.17, 1000, 5722.276, 5722.426, 0.15, 150, 0, 5722.426, 5724.188, 1.762, 750, 5724.188, 5724.288, 0.1, 100, 0, 5724.288, 5726.472, 2.184, 1000, 5726.472, 5726.555, 0.083, 83, 0, 5726.555, 5731.531, 4.976, 2490, 5731.531, 5731.614, 0.083, 83, 0, 5731.614, 5731.614, 0, 0,    11.508,
 202, 1, 5730, 5730, 5730.106, 0.106, 100, 0, 5730.106, 5732.405, 2.299, 1000, 5732.405, 5732.555, 0.15, 150, 0, 5732.555, 5734.342, 1.787, 750, 5734.342, 5734.442, 0.1, 100, 0, 5734.442, 5736.449, 2.007, 1000, 5736.449, 5736.532, 0.083, 83, 0, 5736.532, 5741.387, 4.854, 2490, 5741.387, 5741.47, 0.083, 83, 0, 5741.47, 5741.47, 0, 0,    11.364,
 203, 1, 5740, 5740, 5740.106, 0.106, 100, 0, 5740.106, 5742.258, 2.152, 1000, 5742.258, 5742.408, 0.15, 150, 0, 5742.408, 5744.138, 1.73, 750, 5744.138, 5744.238, 0.1, 100, 0, 5744.238, 5746.401, 2.163, 1000, 5746.401, 5746.484, 0.083, 83, 0, 5746.484, 5751.672, 5.188, 2490, 5751.672, 5751.755, 0.083, 83, 0, 5751.755, 5751.755, 0, 0,    11.649,
 204, 1, 5750, 5750, 5750.106, 0.106, 100, 0, 5750.106, 5752.197, 2.091, 1000, 5752.197, 5752.347, 0.15, 150, 0, 5752.347, 5753.803, 1.457, 750, 5753.803, 5753.903, 0.1, 100, 0, 5753.903, 5755.868, 1.964, 1000, 5755.868, 5755.951, 0.083, 83, 0, 5755.951, 5761.776, 5.825, 2490, 5761.776, 5761.859, 0.083, 83, 0, 5761.859, 5761.859, 0, 0,    11.753,
 205, 1, 5760, 5760, 5760.116, 0.116, 110, 0, 5760.116, 5762.505, 2.389, 1100, 5762.505, 5762.671, 0.165, 165, 0, 5762.671, 5764.548, 1.877, 825, 5764.548, 5764.658, 0.11, 110, 0, 5764.658, 5767.31, 2.653, 1100, 5767.31, 5767.401, 0.091, 91, 0, 5767.401, 5773.204, 5.803, 2730, 5773.204, 5773.295, 0.091, 91, 0, 5773.295, 5773.295, 0, 0,    13.179,
 206, 1, 5770, 5770, 5770.106, 0.106, 100, 0, 5770.106, 5772.161, 2.055, 1000, 5772.161, 5772.311, 0.15, 150, 0, 5772.311, 5773.897, 1.586, 750, 5773.897, 5773.997, 0.1, 100, 0, 5773.997, 5775.997, 2, 1000, 5775.997, 5776.08, 0.083, 83, 0, 5776.08, 5781.447, 5.367, 2490, 5781.447, 5781.53, 0.083, 83, 0, 5781.53, 5781.53, 0, 0,    11.424,
 207, 1, 5780, 5780, 5780.106, 0.106, 100, 0, 5780.106, 5782.108, 2.003, 1000, 5782.108, 5782.259, 0.15, 150, 0, 5782.259, 5784.07, 1.811, 750, 5784.07, 5784.17, 0.1, 100, 0, 5784.17, 5786.276, 2.106, 1000, 5786.276, 5786.359, 0.083, 83, 0, 5786.359, 5791.663, 5.304, 2490, 5791.663, 5791.747, 0.083, 83, 0, 5791.747, 5791.747, 0, 0,    11.641,
 208, 1, 5790, 5790, 5790.106, 0.106, 100, 0, 5790.106, 5792.221, 2.115, 1000, 5792.221, 5792.371, 0.15, 150, 0, 5792.371, 5794.15, 1.779, 750, 5794.15, 5794.25, 0.1, 100, 0, 5794.25, 5796.182, 1.932, 1000, 5796.182, 5796.265, 0.083, 83, 0, 5796.265, 5801.824, 5.559, 2490, 5801.824, 5801.907, 0.083, 83, 0, 5801.907, 5801.907, 0, 0,    11.801,
 209, 1, 5800, 5800, 5800.106, 0.106, 100, 0, 5800.106, 5802.375, 2.269, 1000, 5802.375, 5802.525, 0.15, 150, 0, 5802.525, 5804.053, 1.528, 750, 5804.053, 5804.153, 0.1, 100, 0, 5804.153, 5806.339, 2.186, 1000, 5806.339, 5806.422, 0.083, 83, 0, 5806.422, 5811.182, 4.759, 2490, 5811.182, 5811.265, 0.083, 83, 0, 5811.265, 5811.265, 0, 0,    11.159,
 210, 1, 5810, 5810, 5810.116, 0.116, 110, 0, 5810.116, 5812.3, 2.184, 1100, 5812.3, 5812.465, 0.165, 165, 0, 5812.465, 5814.304, 1.838, 825, 5814.304, 5814.414, 0.11, 110, 0, 5814.414, 5816.862, 2.449, 1100, 5816.862, 5816.954, 0.091, 91, 0, 5816.954, 5822.08, 5.126, 2730, 5822.08, 5822.171, 0.091, 91, 0, 5822.171, 5822.171, 0, 0,    12.055,
 211, 1, 5820, 5820, 5820.116, 0.116, 110, 0, 5820.116, 5822.386, 2.27, 1100, 5822.386, 5822.551, 0.165, 165, 0, 5822.551, 5824.483, 1.933, 825, 5824.483, 5824.594, 0.11, 110, 0, 5824.594, 5827.012, 2.418, 1100, 5827.012, 5827.103, 0.091, 91, 0, 5827.103, 5832.847, 5.744, 2730, 5832.847, 5832.938, 0.091, 91, 0, 5832.938, 5832.938, 0, 0,    12.822,
 212, 1, 5830, 5830, 5830.106, 0.106, 100, 0, 5830.106, 5832.013, 1.907, 1000, 5832.013, 5832.163, 0.15, 150, 0, 5832.163, 5833.849, 1.686, 750, 5833.849, 5833.949, 0.1, 100, 0, 5833.949, 5835.894, 1.945, 1000, 5835.894, 5835.977, 0.083, 83, 0, 5835.977, 5840.653, 4.676, 2490, 5840.653, 5840.736, 0.083, 83, 0, 5840.736, 5840.736, 0, 0,    10.630,
 213, 1, 5840, 5840, 5840.106, 0.106, 100, 0, 5840.106, 5842.247, 2.141, 1000, 5842.247, 5842.397, 0.15, 150, 0, 5842.397, 5843.981, 1.584, 750, 5843.981, 5844.081, 0.1, 100, 0, 5844.081, 5846.05, 1.969, 1000, 5846.05, 5846.133, 0.083, 83, 0, 5846.133, 5851.063, 4.93, 2490, 5851.063, 5851.146, 0.083, 83, 0, 5851.146, 5851.146, 0, 0,    11.040,
 214, 1, 5850, 5850, 5850.116, 0.116, 110, 0, 5850.116, 5852.41, 2.294, 1100, 5852.41, 5852.575, 0.165, 165, 0, 5852.575, 5854.316, 1.741, 825, 5854.316, 5854.426, 0.11, 110, 0, 5854.426, 5857.066, 2.64, 1100, 5857.066, 5857.157, 0.091, 91, 0, 5857.157, 5862.633, 5.476, 2730, 5862.633, 5862.724, 0.091, 91, 0, 5862.724, 5862.724, 0, 0,    12.608,
 215, 1, 5860, 5860, 5860.116, 0.116, 110, 0, 5860.116, 5862.209, 2.093, 1100, 5862.209, 5862.374, 0.165, 165, 0, 5862.374, 5864.015, 1.641, 825, 5864.015, 5864.126, 0.11, 110, 0, 5864.126, 5866.464, 2.339, 1100, 5866.464, 5866.555, 0.091, 91, 0, 5866.555, 5871.751, 5.195, 2730, 5871.751, 5871.842, 0.091, 91, 0, 5871.842, 5871.842, 0, 0,    11.726,
 216, 1, 5870, 5870, 5870.106, 0.106, 100, 0, 5870.106, 5871.889, 1.783, 1000, 5871.889, 5872.039, 0.15, 150, 0, 5872.039, 5873.737, 1.698, 750, 5873.737, 5873.837, 0.1, 100, 0, 5873.837, 5875.819, 1.982, 1000, 5875.819, 5875.902, 0.083, 83, 0, 5875.902, 5880.918, 5.017, 2490, 5880.918, 5881.002, 0.083, 83, 0, 5881.002, 5881.002, 0, 0,    10.896,
 217, 1, 5880, 5880, 5880.106, 0.106, 100, 0, 5880.106, 5882.142, 2.036, 1000, 5882.142, 5882.292, 0.15, 150, 0, 5882.292, 5884.08, 1.787, 750, 5884.08, 5884.18, 0.1, 100, 0, 5884.18, 5886.085, 1.905, 1000, 5886.085, 5886.168, 0.083, 83, 0, 5886.168, 5891.406, 5.238, 2490, 5891.406, 5891.489, 0.083, 83, 0, 5891.489, 5891.489, 0, 0,    11.383,
 218, 1, 5890, 5890, 5890.116, 0.116, 110, 0, 5890.116, 5892.435, 2.319, 1100, 5892.435, 5892.6, 0.165, 165, 0, 5892.6, 5894.314, 1.714, 825, 5894.314, 5894.424, 0.11, 110, 0, 5894.424, 5896.651, 2.228, 1100, 5896.651, 5896.743, 0.091, 91, 0, 5896.743, 5902.202, 5.459, 2730, 5902.202, 5902.293, 0.091, 91, 0, 5902.293, 5902.293, 0, 0,    12.177,
 219, 1, 5900, 5900, 5900.116, 0.116, 110, 0, 5900.116, 5902.269, 2.154, 1100, 5902.269, 5902.434, 0.164, 165, 0, 5902.434, 5904.267, 1.833, 825, 5904.267, 5904.377, 0.11, 110, 0, 5904.377, 5906.842, 2.465, 1100, 5906.842, 5906.934, 0.091, 91, 0, 5906.934, 5912.766, 5.833, 2730, 5912.766, 5912.858, 0.091, 91, 0, 5912.858, 5912.858, 0, 0,    12.742,
